rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde 1;atrtribuutnaam 2;Waarde 2;atrtribuutnaam 3;Waarde 3;atrtribuutnaam 4;Waarde 4;atrtribuutnaam 5;Waarde 5;atrtribuutnaam 6;Waarde 6;atrtribuutnaam 7;Waarde 7
B6;;;Speed-pedelecs toegestaan;;;B6;;;;;Speed-pedelecs toegestaan;;;;;;;;;;;;
B6;;;SPEELTUIN;;;B6;;;;;SPEELTUIN;;;;;;;;;;;;
B5;;;spoedopvang;;;B5;;;;;spoedopvang;;;;;;;;;;;;
B1;;;Spoorbomen gesloten Motor AF;;;B1;;;;;Spoorbomen gesloten Motor AF;;;;;;;;;;;;
B5;;;"Sportcentrum restaurant sauna;;;SPORTCENTRUM RESTAURANT SAUNA";;;B5;;;;;"Sportcentrum restaurant sauna;;;SPORTCENTRUM RESTAURANT SAUNA";;;;;;;;;;;;
B1;;;sportcomplex;;;B1;;;;;sportcomplex;;;;;;;;;;;;
B6;;;Sporthal Drielanden;;;B6;;;;;Sporthal Drielanden;;;;;;;;;;;;
B5;;;sportpark De Bundel;;;B5;;;;;sportpark De Bundel;;;;;;;;;;;;
B6;;;Sportpark De Streek;;;B6;;;;;Sportpark De Streek;;;;;;;;;;;;
B1;;;SPORTPARK GRASWINKEL;;;B1;;;;;SPORTPARK GRASWINKEL;;;;;;;;;;;;
B4;;;SPORTPARK KERKLAAN;;;B4;;;;;SPORTPARK KERKLAAN;;;;;;;;;;;;
B5;;;Sportpark Schaarweide;;;B5;;;;;Sportpark Schaarweide;;;;;;;;;;;;
B1;;;Sportpark Willem-Alexander;;;B1;;;;;Sportpark Willem-Alexander;;;;;;;;;;;;
B6;;;STAP 100 m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;Station;;;B6;;;;;Station;;;;;;;;;;;;
B1;;;Steco;;;B1;;;;;Steco;;;;;;;;;;;;
B7;;;Stoep op? Stap af! #doeslief;;;B7;;;;;Stoep op? Stap af! #doeslief;;;;;;;;;;;;
B6;;;STOP  m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B7;;;stop 10 m;;;B7;;;Werkingslengte;Werkingslengte;10;;;;;;;;;;;;
B6;;;STOP 100;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;stop 100 m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;STOP 100 m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;Stop 100 m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;STOP 100 M;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;STOP 100 M.;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;STOP 100 m.;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;stop 100 m.;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;stop 100 meter;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;STOP 100m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;stop 100m;;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B6;;;stop 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;STOP 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;Stop 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;stop 150 m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;STOP 150 m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;Stop 150 m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;STOP 150 m.;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;STOP 150 m.;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;"stop 150 m;";;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;"stop 150 m;";;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;stop 150m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;STOP 150m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;stop 150m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;STOP 150m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;stop 150m.;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;stop 150m.;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;stop 200 m;;;B6;;;;;stop 200 m;;;;;;;;;;;;
B6;;;STOP 200 m;;;B6;;;;;STOP 200 m;;;;;;;;;;;;
B6;;;STOP 200m;;;B6;;;;;STOP 200m;;;;;;;;;;;;
B6;;;stop 200m;;;B6;;;;;stop 200m;;;;;;;;;;;;
B6;;;STOP 30 m;;;B6;;;;;STOP 30 m;;;;;;;;;;;;
B6;;;stop 30 m;;;B6;;;;;stop 30 m;;;;;;;;;;;;
B6;;;STOP 300 m;;;B6;;;;;STOP 300 m;;;;;;;;;;;;
B6;;;stop 300 m;;;B6;;;;;stop 300 m;;;;;;;;;;;;
B6;;;stop 30m;;;B6;;;;;stop 30m;;;;;;;;;;;;
B6;;;STOP 40 M;;;B6;;;;;STOP 40 M;;;;;;;;;;;;
B6;;;STOP 50 m;;;B6;;;;;STOP 50 m;;;;;;;;;;;;
B6;;;stop 50 m;;;B6;;;;;stop 50 m;;;;;;;;;;;;
B6;;;stop 50m;;;B6;;;;;stop 50m;;;;;;;;;;;;
B6;;;STOP 50m;;;B6;;;;;STOP 50m;;;;;;;;;;;;
B6;;;STOP 60 m;;;B6;;;;;STOP 60 m;;;;;;;;;;;;
B6;;;stop 60 m;;;B6;;;;;stop 60 m;;;;;;;;;;;;
B6;;;stop 60m;;;B6;;;;;stop 60m;;;;;;;;;;;;
B7;;;STOP 60m;;;B7;;;;;STOP 60m;;;;;;;;;;;;
B6;;;STOP 70 m;;;B6;;;;;STOP 70 m;;;;;;;;;;;;
B6;;;stop 75 m;;;B6;;;;;stop 75 m;;;;;;;;;;;;
B7;;;STOP 75 m;;;B7;;;;;STOP 75 m;;;;;;;;;;;;
B6;;;STOP m;;;B6;;;;;STOP m;;;;;;;;;;;;
B6;;;STOP NA 100 m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;stop na 100 m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;STOP na 100 m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;STOP NA 100m;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;STOP NA 100M;;;B6;;;Na lengte;Werkingslengte na;100;;;;;;;;;;;;
B6;;;STOP NA 130 M;;;B6;;;Na lengte;Werkingslengte na;130;;;;;;;;;;;;
B6;;;STOP na 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;STOP na 150 m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;stop na 150 m;;;B6;;;Na lengte;Werkingslengte na;150;;;;;;;;;;;;
B6;;;stop na 150 m;;;B6;;;vrije tekst;omschrijving;STOP;;;;;;;;;;;;
B6;;;STOP NA 30 M;;;B6;;;;;STOP NA 30 M;;;;;;;;;;;;
B6;;;STOP na 50 m;;;B6;;;;;STOP na 50 m;;;;;;;;;;;;
B6;;;STOP NA 70 M;;;B6;;;;;STOP NA 70 M;;;;;;;;;;;;
B6;;;stop na 75 m.;;;B6;;;;;stop na 75 m.;;;;;;;;;;;;
B6;;;"stop;50 M";;;B6;;;;;"stop;50 M";;;;;;;;;;;;
B5;;;'t Olde Posthuus;;;B5;;;;;'t Olde Posthuus;;;;;;;;;;;;
B1;;;taxi's op busstrook;;;B1;;;;;taxi's op busstrook;;;;;;;;;;;;
B6;;;Tegenmoetkomende fietsers;;;B6;;;;;Tegenmoetkomende fietsers;;;;;;;;;;;;
B5;;;Tennisbanen;;;B5;;;;;Tennisbanen;;;;;;;;;;;;
B6;;;Theater de Glasbak;;;B6;;;;;Theater de Glasbak;;;;;;;;;;;;
B3;;;tijdelijke uitrit 2x;;;B3;;;;;tijdelijke uitrit 2x;;;;;;;;;;;;
B6;;;tijdens zaterdagmarkt niet inrijden van 07.00-14.00h;;;B6;;;Vrije tekst;Omschrijving;tijdens zaterdagmarkt niet inrijden van 07.00-14.00h;;;;;;;;;;;;
B5;;;Toegang zorgcomplex Wijk van je Leven.;;;B5;;;;;Toegang zorgcomplex Wijk van je Leven.;;;;;;;;;;;;
B5;;;TOP De Bijland;;;B5;;;;;TOP De Bijland;;;;;;;;;;;;
B3;;;TOP ONIONS;;;B3;;;;;TOP ONIONS;;;;;;;;;;;;
B6;;;TRAM;;;B6;;;;;TRAM;;;;;;;;;;;;
B6;;;tram;;;B6;;;;;tram;;;;;;;;;;;;
B6;;;Tram;;;B6;;;;;Tram;;;;;;;;;;;;
B6;;;Trambaan ontheffing niet geldig;;;B6;;;;;Trambaan ontheffing niet geldig;;;;;;;;;;;;
B6;;;trottoir en fietspad;;;B6;;;;;trottoir en fietspad;;;;;;;;;;;;
B7;;;TRUCKS ZONDER TOEGANGSPAS STOP;;;B7;;;;;TRUCKS ZONDER TOEGANGSPAS STOP;;;;;;;;;;;;
B6;;;Tudorpark bewoners/bezoekers;;;B6;;;;;Tudorpark bewoners/bezoekers;;;;;;;;;;;;
B3;;;TUINCENTRUM;;;B3;;;;;TUINCENTRUM;;;;;;;;;;;;
B1;;;U nadert het knooppunt;;;B1;;;;;U nadert het knooppunt;;;;;;;;;;;;
B3;;;U nadert het knooppunt;;;B3;;;;;U nadert het knooppunt;;;;;;;;;;;;
B4;;;U nadert het knooppunt;;;B4;;;;;U nadert het knooppunt;;;;;;;;;;;;
B5;;;U nadert het knooppunt;;;B5;;;;;U nadert het knooppunt;;;;;;;;;;;;
B6;;;U nadert het knooppunt;;;B6;;;;;U nadert het knooppunt;;;;;;;;;;;;
B3;;;U nadert het knooppunt circa 0;5 km;;B3;;;;;U nadert het knooppunt circa 0;;;;;;;;;;;;
B6;;;u nadert het knooppunt circa 0;7 km;;B6;;;;;u nadert het knooppunt circa 0;;;;;;;;;;;;
B6;;;U nadert het knooppunt circa 0;8 km;;B6;;;;;U nadert het knooppunt circa 0;;;;;;;;;;;;
B5;;;U nadert het knooppunt circa 1;4 km;;B5;;;Vrije tekst;Omschrijving;U nadert het knooppunt circa 1;;;;;;;;;;;;
B6;;;U NADERT HIER EEN FIETSWINKEL WAAR KWALITEIT VOORRANG HEEFT;;;B6;;;;;U NADERT HIER EEN FIETSWINKEL WAAR KWALITEIT VOORRANG HEEFT;;;;;;;;;;;;
B6;;;U nadert onleesbaarll;;;B6;;;;;U nadert onleesbaarll;;;;;;;;;;;;
B6;;;u verlaat een bouwterrein;;;B6;;;;;u verlaat een bouwterrein;;;;;;;;;;;;
B6;;;U VERLAAT EEN UITRIT;;;B6;;;;;U VERLAAT EEN UITRIT;;;;;;;;;;;;
B6;;;U verlaat een uitrit;;;B6;;;;;U verlaat een uitrit;;;;;;;;;;;;
B6;;;u verlaat een uitrit;;;B6;;;;;u verlaat een uitrit;;;;;;;;;;;;
B7;;;U VERLAAT EEN UITRIT;;;B7;;;;;U VERLAAT EEN UITRIT;;;;;;;;;;;;
B7;;;U verlaat een uitrit;;;B7;;;;;U verlaat een uitrit;;;;;;;;;;;;
B7;;;u verlaat een uitrit;;;B7;;;;;u verlaat een uitrit;;;;;;;;;;;;
B6;;;U VERLAAT UITRIT;;;B6;;;;;U VERLAAT UITRIT;;;;;;;;;;;;
B6;;;U verlaat uitrit;;;B6;;;;;U verlaat uitrit;;;;;;;;;;;;
B6;;;u Verlaat uitrit;;;B6;;;;;u Verlaat uitrit;;;;;;;;;;;;
B6;;;UGS A - B;;;B6;;;;;UGS A - B;;;;;;;;;;;;
B6;;;UGS B;;;B6;;;;;UGS B;;;;;;;;;;;;
B6;;;Uitgang coronastraat;;;B6;;;;;Uitgang coronastraat;;;;;;;;;;;;
B1;;;uitgezonderd;;;B1;;;;;uitgezonderd;;;;;;;;;;;;
B2;;;uitgezonderd;;;B2;;;;;uitgezonderd;;;;;;;;;;;;
B3;;;uitgezonderd;;;B3;;;;;uitgezonderd;;;;;;;;;;;;
B5;;;uitgezonderd;;;B5;;;;;uitgezonderd;;;;;;;;;;;;
B6;;;uitgezonderd;;;B6;;;;;uitgezonderd;;;;;;;;;;;;
B7;;;uitgezonderd;;;B7;;;;;uitgezonderd;;;;;;;;;;;;
B1;;;uitgezonderd bestemmingsverkeer;;;B1;;;;;uitgezonderd bestemmingsverkeer;;;;;;;;;;;;
B2;;;uitgezonderd bestemmingsverkeer;;;B2;;;;;uitgezonderd bestemmingsverkeer;;;;;;;;;;;;
B4;;;uitgezonderd bestemmingsverkeer;;;B4;;;;;uitgezonderd bestemmingsverkeer;;;;;;;;;;;;
B6;;;uitgezonderd bestemmingsverkeer;;;B6;;;;;uitgezonderd bestemmingsverkeer;;;;;;;;;;;;
B1;;;uitgezonderd bewoners;;;B1;;;;;uitgezonderd bewoners;;;;;;;;;;;;
B5;;;uitgezonderd in de rekken en op de aangegeven locaties;;;B5;;;;;uitgezonderd in de rekken en op de aangegeven locaties;;;;;;;;;;;;
B6;;;uitgezonderd lijnbussen;;;B6;;;;;uitgezonderd lijnbussen;;;;;;;;;;;;
B1;;;uitgezonderd ma t/m vr 08.00-18.00 h;;;B1;;;Dagaanduiding niet;Dag;maandag;dag;dinsdag;dag;woensdag;dag;donderdag;dag;vrijdag;;;;
B1;;;uitgezonderd ma t/m vr 08.00-18.00 h;;;B1;;;Tijdstipaanduiding;Starttijd;08:00:00;Eindtijd;18:00:00;;;;;;;;;;
B6;;;uitgezonderd ma t/m vr 6-18 uur;;;B6;;;Dagaanduiding niet;Dag;maandag;dag;dinsdag;dag;woensdag;dag;donderdag;dag;vrijdag;;;;
B6;;;uitgezonderd ma t/m vr 6-18 uur;;;B6;;;Tijdstipaanduiding;Starttijd;06:00:00;Eindtijd;18:00:00;;;;;;;;;;
B6;;;uitgezonderd ontheffing - houders;;;B6;;;;;uitgezonderd ontheffing - houders;;;;;;;;;;;;
B7;;;"uitgezonderd;";;;B7;;;;;"uitgezonderd;";;;;;;;;;;;;
B1;;;"uitgezonderd;uitgezonderd";;;B1;;;;;"uitgezonderd;uitgezonderd";;;;;;;;;;;;
B6;;;"uitgezonderd;uitgezonderd ontheffinghouders";;;B6;;;;;"uitgezonderd;uitgezonderd ontheffinghouders";;;;;;;;;;;;
B3;;;UITRIT;;;B3;;;;;UITRIT;;;;;;;;;;;;
B4;;;UITRIT;;;B4;;;;;UITRIT;;;;;;;;;;;;
B4;;;uitrit;;;B4;;;;;uitrit;;;;;;;;;;;;
B5;;;uitrit;;;B5;;;;;uitrit;;;;;;;;;;;;
B5;;;UITRIT;;;B5;;;;;UITRIT;;;;;;;;;;;;
B6;;;uitrit;;;B6;;;;;uitrit;;;;;;;;;;;;
B6;;;Uitrit;;;B6;;;;;Uitrit;;;;;;;;;;;;
B6;;;UITRIT;;;B6;;;;;UITRIT;;;;;;;;;;;;
B7;;;Uitrit;;;B7;;;;;Uitrit;;;;;;;;;;;;
B7;;;UITRIT;;;B7;;;;;UITRIT;;;;;;;;;;;;
B7;;;uitrit;;;B7;;;;;uitrit;;;;;;;;;;;;
B5;;;uitrit ambulancepost;;;B5;;;;;uitrit ambulancepost;;;;;;;;;;;;
B4;;;uitrit bouwverkeer;;;B4;;;;;uitrit bouwverkeer;;;;;;;;;;;;
B5;;;uitrit bouwverkeer;;;B5;;;;;uitrit bouwverkeer;;;;;;;;;;;;
B4;;;UITRIT BRANDWEER;;;B4;;;;;UITRIT BRANDWEER;;;;;;;;;;;;
B4;;;uitrit brandweer;;;B4;;;;;uitrit brandweer;;;;;;;;;;;;
B5;;;uitrit brandweer;;;B5;;;;;uitrit brandweer;;;;;;;;;;;;
B6;;;UITRIT BRANDWEER;;;B6;;;;;UITRIT BRANDWEER;;;;;;;;;;;;
B7;;;Uitrit Let op Voetgangers Fietsers;;;B7;;;;;Uitrit Let op Voetgangers Fietsers;;;;;;;;;;;;
B6;;;UITRIT MORTUARIUM;;;B6;;;;;UITRIT MORTUARIUM;;;;;;;;;;;;
B5;;;uitrit parkeergarage;;;B5;;;;;uitrit parkeergarage;;;;;;;;;;;;
B1;;;uitrit vrachtverkeer;;;B1;;;;;uitrit vrachtverkeer;;;;;;;;;;;;
B6;;;uitrit vrijhouden;;;B6;;;;;uitrit vrijhouden;;;;;;;;;;;;
B7;;;uitrit vrijhouden;;;B7;;;;;uitrit vrijhouden;;;;;;;;;;;;
B1;;;UITRIT VRIJLATEN;;;B1;;;;;UITRIT VRIJLATEN;;;;;;;;;;;;
B6;;;uitrit vrijlaten;;;B6;;;;;uitrit vrijlaten;;;;;;;;;;;;
B4;;;uitrit werkverkeer;;;B4;;;;;uitrit werkverkeer;;;;;;;;;;;;
B4;;;Uitrit werkverkeer;;;B4;;;;;Uitrit werkverkeer;;;;;;;;;;;;
B5;;;uitrit werkverkeer;;;B5;;;;;uitrit werkverkeer;;;;;;;;;;;;
B6;;;uitrit werkverkeer;;;B6;;;;;uitrit werkverkeer;;;;;;;;;;;;
B5;;;uitrit zandauto's;;;B5;;;;;uitrit zandauto's;;;;;;;;;;;;
B7;;;uitrit zandauto's;;;B7;;;;;uitrit zandauto's;;;;;;;;;;;;
B4;;;uitritten vrijlaten;;;B4;;;;;uitritten vrijlaten;;;;;;;;;;;;
B6;;;"Uitsluitend parkeren in de vakken;Parkeerplaats hier vol ? Dan parkeren bij de Muzeval.";;;B6;;;;;"Uitsluitend parkeren in de vakken;Parkeerplaats hier vol ? Dan parkeren bij de Muzeval.";;;;;;;;;;;;
B1;;;Uitvaart centrum;;;B1;;;;;Uitvaart centrum;;;;;;;;;;;;
B6;;;UNS 40-50-60;;;B6;;;;;UNS 40-50-60;;;;;;;;;;;;
B5;;;utrit na 100 m;;;B5;;;Waarschuwing;Omschrijving;utrit na 100 m;;;;;;;;;;;;
B5;;;VAART MINDEREN SPAART KINDEREN;;;B5;;;;;VAART MINDEREN SPAART KINDEREN;;;;;;;;;;;;
B6;;;Vaccinatie GGD;;;B6;;;;;Vaccinatie GGD;;;;;;;;;;;;
B5;;;Van der Poel Veerse Wende;;;B5;;;;;Van der Poel Veerse Wende;;;;;;;;;;;;
B4;;;VDHT/van den Hurk Tennis;;;B4;;;;;VDHT/van den Hurk Tennis;;;;;;;;;;;;
B5;;;VDHT/van den Hurk Tennis;;;B5;;;;;VDHT/van den Hurk Tennis;;;;;;;;;;;;
B3;;;veilige route;;;B3;;;;;veilige route;;;;;;;;;;;;
B6;;;Veiliger oversteek over 100 meter;;;B6;;;Vrije tekst;Omschrijving;Veiliger oversteek over 100 meter;;;;;;;;;;;;
B6;;;Ventweg;;;B6;;;;;Ventweg;;;;;;;;;;;;
B3;;;Verbod tot parkeren van voertuigen van autobedrijf e.d. (art. 5.2 APV);;;B3;;;;;Verbod tot parkeren van voertuigen van autobedrijf e.d. (art. 5.2 APV);;;;;;;;;;;;
B3;;;verbod voertuigen te koop aan te bieden;;;B3;;;;;verbod voertuigen te koop aan te bieden;;;;;;;;;;;;
B4;;;verbod voertuigen te koop aan te bieden;;;B4;;;;;verbod voertuigen te koop aan te bieden;;;;;;;;;;;;
B1;;;VERBODEN TE PARKEREN I.V.M. INGANG HULPDIENSTEN;;;B1;;;;;VERBODEN TE PARKEREN I.V.M. INGANG HULPDIENSTEN;;;;;;;;;;;;
B6;;;Verboden te parkeren in de bermen;;;B6;;;;;Verboden te parkeren in de bermen;;;;;;;;;;;;
B4;;;verboden voor vrachtverkeer naar 220 meter;;;B4;;;;;verboden voor vrachtverkeer naar 220 meter;;;;;;;;;;;;
B6;;;vereen voorrang;;;B6;;;;;vereen voorrang;;;;;;;;;;;;
B6;;;vergunninghouders sector 2 toegestaan;;;B6;;;;;vergunninghouders sector 2 toegestaan;;;;;;;;;;;;
B1;;;verhoogde rijbaanscheiding;;;B1;;;;;verhoogde rijbaanscheiding;;;;;;;;;;;;
B6;;;verhoogde rijbaanscheiding;;;B6;;;;;verhoogde rijbaanscheiding;;;;;;;;;;;;
B6;;;"verhoogde rijbaanscheiding;100 m";;;B6;;;Vrije tekst;Omschrijving;"verhoogde rijbaanscheiding;100 m";;;;;;;;;;;;
B6;;;"verhoogde rijbaanscheiding;200 m";;;B6;;;;;"verhoogde rijbaanscheiding;200 m";;;;;;;;;;;;
B6;;;verk er op ot nde heeft vo rrang;;;B6;;;;;verk er op ot nde heeft vo rrang;;;;;;;;;;;;
B6;;;verkeer op rotonde heeft voorrang;;;B6;;;;;verkeer op rotonde heeft voorrang;;;;;;;;;;;;
B6;;;Verkeer op rotonde heeft voorrang;;;B6;;;;;Verkeer op rotonde heeft voorrang;;;;;;;;;;;;
B6;;;verkeers- drempel;;;B6;;;;;verkeers- drempel;;;;;;;;;;;;
B1;;;verkeersbrigadiers;;;B1;;;;;verkeersbrigadiers;;;;;;;;;;;;
B3;;;verkeersdoorstroming verplichte rijrichting volgen;;;B3;;;;;verkeersdoorstroming verplichte rijrichting volgen;;;;;;;;;;;;
B3;;;VERKEERSEXAMEN;;;B3;;;;;VERKEERSEXAMEN;;;;;;;;;;;;
B6;;;VERKEERSEXAMEN;;;B6;;;;;VERKEERSEXAMEN;;;;;;;;;;;;
B6;;;verkeerssituaite gewijzigd;;;B6;;;;;verkeerssituaite gewijzigd;;;;;;;;;;;;
B3;;;Verkeerssituatie gewijzigd;;;B3;;;;;Verkeerssituatie gewijzigd;;;;;;;;;;;;
B3;;;verkeerssituatie gewijzigd;;;B3;;;;;verkeerssituatie gewijzigd;;;;;;;;;;;;
B4;;;verkeerssituatie gewijzigd;;;B4;;;;;verkeerssituatie gewijzigd;;;;;;;;;;;;
B5;;;Verkeerssituatie gewijzigd;;;B5;;;;;Verkeerssituatie gewijzigd;;;;;;;;;;;;
B5;;;verkeerssituatie gewijzigd;;;B5;;;;;verkeerssituatie gewijzigd;;;;;;;;;;;;
B6;;;verkeerssituatie gewijzigd;;;B6;;;;;verkeerssituatie gewijzigd;;;;;;;;;;;;
B7;;;verkeerssituatie gewijzigd;;;B7;;;;;verkeerssituatie gewijzigd;;;;;;;;;;;;
B7;;;VERKEERSSITUATIE GEWIJZIGD;;;B7;;;;;VERKEERSSITUATIE GEWIJZIGD;;;;;;;;;;;;
B1;;;VERKEERSSITUATIE GEWIJZIGD! BUS STOPT OP DE RIJWEG!;;;B1;;;;;VERKEERSSITUATIE GEWIJZIGD! BUS STOPT OP DE RIJWEG!;;;;;;;;;;;;
B6;;;"Verkeerssituatie gewijzigd;75 m";;;B6;;;;;"Verkeerssituatie gewijzigd;75 m";;;;;;;;;;;;
B4;;;Verkeersstuatie gewijzigd;;;B4;;;;;Verkeersstuatie gewijzigd;;;;;;;;;;;;
B5;;;Verkeersstuatie gewijzigd;;;B5;;;;;Verkeersstuatie gewijzigd;;;;;;;;;;;;
B6;;;VERKERSEXAMEN;;;B6;;;;;VERKERSEXAMEN;;;;;;;;;;;;
B6;;;verleen voorrang;;;B6;;;;;verleen voorrang;;;;;;;;;;;;
B7;;;VERLEEN VOORRANG !;;;B7;;;;;VERLEEN VOORRANG !;;;;;;;;;;;;
B1;;;verwarmd openlucht zwembad;;;B1;;;;;verwarmd openlucht zwembad;;;;;;;;;;;;
B3;;;verwarmd openlucht zwembad;;;B3;;;;;verwarmd openlucht zwembad;;;;;;;;;;;;
B6;;;verwarmd openlucht zwembad;;;B6;;;;;verwarmd openlucht zwembad;;;;;;;;;;;;
B1;;;Videoregistratie;;;B1;;;;;Videoregistratie;;;;;;;;;;;;
B1;;;Voedselbanken Nederland regio Arnhem;;;B1;;;;;Voedselbanken Nederland regio Arnhem;;;;;;;;;;;;
B7;;;voertuig (en) hier opstellen;;;B7;;;;;voertuig (en) hier opstellen;;;;;;;;;;;;
B6;;;VOETBALVERENIGING OHVV;;;B6;;;;;VOETBALVERENIGING OHVV;;;;;;;;;;;;
B7;;;Voetgangers en (brom) fietsers Oversteken;;;B7;;;;;Voetgangers en (brom) fietsers Oversteken;;;;;;;;;;;;
B3;;;Voetgangers oversteken;;;B3;;;;;Voetgangers oversteken;;;;;;;;;;;;
B6;;;voetgangers weg over steken;;;B6;;;;;voetgangers weg over steken;;;;;;;;;;;;
B2;;;VOOR DE PONT HIER OPSTELLEN;;;B2;;;;;VOOR DE PONT HIER OPSTELLEN;;;;;;;;;;;;
B4;;;VOORNRUITERS;;;B4;;;;;VOORNRUITERS;;;;;;;;;;;;
B5;;;voorrang gewijzigd;;;B5;;;;;voorrang gewijzigd;;;;;;;;;;;;
B6;;;voorrang gewijzigd;;;B6;;;;;voorrang gewijzigd;;;;;;;;;;;;
B6;;;Voorrang gewijzigd!;;;B6;;;;;Voorrang gewijzigd!;;;;;;;;;;;;
B6;;;voorrang situatie gewijzigd verleen voorrang;;;B6;;;;;voorrang situatie gewijzigd verleen voorrang;;;;;;;;;;;;
B6;;;voorrang verlenen;;;B6;;;;;voorrang verlenen;;;;;;;;;;;;
B6;;;Voorrang verlenen;;;B6;;;;;Voorrang verlenen;;;;;;;;;;;;
B6;;;voorrangs- situatie gewijzigd;;;B6;;;;;voorrangs- situatie gewijzigd;;;;;;;;;;;;
B3;;;voorrangssituatie gewijzigd;;;B3;;;;;voorrangssituatie gewijzigd;;;;;;;;;;;;
B4;;;voorrangssituatie gewijzigd;;;B4;;;;;voorrangssituatie gewijzigd;;;;;;;;;;;;
B5;;;voorrangssituatie gewijzigd;;;B5;;;;;voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;Voorrangssituatie Gewijzigd;;;B6;;;;;Voorrangssituatie Gewijzigd;;;;;;;;;;;;
B6;;;voorrangssituatie gewijzigd;;;B6;;;;;voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;Voorrangssituatie gewijzigd;;;B6;;;;;Voorrangssituatie gewijzigd;;;;;;;;;;;;
B7;;;voorrangssituatie gewijzigd;;;B7;;;;;voorrangssituatie gewijzigd;;;;;;;;;;;;
B6;;;VOORZICHTIG OVERSTEKEN;;;B6;;;;;VOORZICHTIG OVERSTEKEN;;;;;;;;;;;;
B3;;;vrachtauto's hier passeren;;;B3;;;;;vrachtauto's hier passeren;;;;;;;;;;;;
B6;;;VRACHTVERKEER;;;B6;;;;;VRACHTVERKEER;;;;;;;;;;;;
B6;;;"vrachtverkeer Krimpen a/d IJssel;";;;B6;;;;;"vrachtverkeer Krimpen a/d IJssel;";;;;;;;;;;;;
B5;;;Vrachtverkeer richting A2;;;B5;;;;;Vrachtverkeer richting A2;;;;;;;;;;;;
B3;;;Vrachtverkeer richting Haarlem niet moge lijk via Osdorperweg;;;B3;;;;;Vrachtverkeer richting Haarlem niet moge lijk via Osdorperweg;;;;;;;;;;;;
B4;;;Vrachtverkeer richting Haarlem niet mogenlijk via Osdorperweg;;;B4;;;;;Vrachtverkeer richting Haarlem niet mogenlijk via Osdorperweg;;;;;;;;;;;;
B6;;;Vrachtverkeer Zuiddijk;;;B6;;;;;Vrachtverkeer Zuiddijk;;;;;;;;;;;;
