rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde 1;atrtribuutnaam 2;Waarde 2;atrtribuutnaam 3;Waarde 3;atrtribuutnaam 4;Waarde 4;atrtribuutnaam 5;Waarde 5;atrtribuutnaam 6;Waarde 6;atrtribuutnaam 7;Waarde 7
B1;;;CS VINCENT VAN GOGH OMLOOP 4;;;B1;;;;;CS VINCENT VAN GOGH OMLOOP 4;;;;;;;;;;;;
B3;;;CTV De Doelen;;;B3;;;;;CTV De Doelen;;;;;;;;;;;;
B5;;;DANKE AAN ONZE KINDEREN;;;B5;;;;;DANKE AAN ONZE KINDEREN;;;;;;;;;;;;
B1;;;De Dreef;;;B1;;;;;De Dreef;;;;;;;;;;;;
B1;;;De Goorn de Beemd;;;B1;;;;;De Goorn de Beemd;;;;;;;;;;;;
B1;;;De koffie staat klaar 50 meter rechts;;;B1;;;;;De koffie staat klaar 50 meter rechts;;;;;;;;;;;;
B6;;;De onleesbaar;;;B6;;;;;De onleesbaar;;;;;;;;;;;;
B1;;;DE ROZENHOF;;;B1;;;;;DE ROZENHOF;;;;;;;;;;;;
B1;;;De Stoppel-berg;;;B1;;;;;De Stoppel-berg;;;;;;;;;;;;
B1;;;de Taghof GER.GEMEENTE;;;B1;;;;;de Taghof GER.GEMEENTE;;;;;;;;;;;;
B1;;;de TAGHOF GER.GEMEENTE;;;B1;;;;;de TAGHOF GER.GEMEENTE;;;;;;;;;;;;
B3;;;De Verademing stichting Paard Klep & Co SC. Remo;;;B3;;;;;De Verademing stichting Paard Klep & Co SC. Remo;;;;;;;;;;;;
B5;;;De Waal;;;B5;;;;;De Waal;;;;;;;;;;;;
B4;;;De Weertjes Kronenland De Grippen Oudelaan Zesakkers Zevendreef Sluiskamp;;;B4;;;;;De Weertjes Kronenland De Grippen Oudelaan Zesakkers Zevendreef Sluiskamp;;;;;;;;;;;;
B1;;;De Wittenberg;;;B1;;;;;De Wittenberg;;;;;;;;;;;;
B3;;;deelauto;;;B3;;;;;deelauto;;;;;;;;;;;;
B3;;;Defensie MATLOG;;;B3;;;;;Defensie MATLOG;;;;;;;;;;;;
B6;;;denk aan het milieu bomen dicht? motor uit!;;;B6;;;;;denk aan het milieu bomen dicht? motor uit!;;;;;;;;;;;;
B4;;;DENK AAN ONZE KINDEREN;;;B4;;;;;DENK AAN ONZE KINDEREN;;;;;;;;;;;;
B6;;;DENK AAN ONZE OMGEVING EN MATIG UW SNELHEID;;;B6;;;;;DENK AAN ONZE OMGEVING EN MATIG UW SNELHEID;;;;;;;;;;;;
B5;;;Denk om onze kinderen!;;;B5;;;;;Denk om onze kinderen!;;;;;;;;;;;;
B6;;;DIERENKLINIEK VELDHUIZEN- DE MEERN;;;B6;;;;;DIERENKLINIEK VELDHUIZEN- DE MEERN;;;;;;;;;;;;
B6;;;Dit is een uitrit;;;B6;;;;;Dit is een uitrit;;;;;;;;;;;;
B4;;;DONGE;;;B4;;;;;DONGE;;;;;;;;;;;;
B6;;;DOORGAAND FIETS- VERKEER;;;B6;;;;;DOORGAAND FIETS- VERKEER;;;;;;;;;;;;
B3;;;Doorgaand verkeer;;;B3;;;;;Doorgaand verkeer;;;;;;;;;;;;
B6;;;Doorgaand vrachtverkeer;;;B6;;;;;Doorgaand vrachtverkeer;;;;;;;;;;;;
B6;;;doorrijden tot aan de stopstreep;;;B6;;;;;doorrijden tot aan de stopstreep;;;;;;;;;;;;
B7;;;Doorrijden tot aan de stopstreep;;;B7;;;;;Doorrijden tot aan de stopstreep;;;;;;;;;;;;
B6;;;DOORRIJDEN TOT AAN STOPSTREEP;;;B6;;;;;DOORRIJDEN TOT AAN STOPSTREEP;;;;;;;;;;;;
B7;;;Doorrijden tot aan stopstreep;;;B7;;;;;Doorrijden tot aan stopstreep;;;;;;;;;;;;
B6;;;doorrijden tot stopstreep;;;B6;;;;;doorrijden tot stopstreep;;;;;;;;;;;;
B5;;;Dr. J.M. Den uylbrug;;;B5;;;;;Dr. J.M. Den uylbrug;;;;;;;;;;;;
B3;;;Draaien Einde weg Rotonde;;;B3;;;;;Draaien Einde weg Rotonde;;;;;;;;;;;;
B6;;;drempel;;;B6;;;;;drempel;;;;;;;;;;;;
B1;;;drempels;;;B1;;;;;drempels;;;;;;;;;;;;
B2;;;drempels;;;B2;;;;;drempels;;;;;;;;;;;;
B3;;;drempels;;;B3;;;;;drempels;;;;;;;;;;;;
B4;;;drempels;;;B4;;;;;drempels;;;;;;;;;;;;
B4;;;Drempels;;;B4;;;;;Drempels;;;;;;;;;;;;
B5;;;drempels;;;B5;;;;;drempels;;;;;;;;;;;;
B6;;;drempels;;;B6;;;;;drempels;;;;;;;;;;;;
B7;;;drempels;;;B7;;;;;drempels;;;;;;;;;;;;
B5;;;DRIVERS VISITORS;;;B5;;;;;DRIVERS VISITORS;;;;;;;;;;;;
B7;;;eerst melden bij de heftruckchauffeur voordat u met de auto het terrein betreedt;;;B7;;;;;eerst melden bij de heftruckchauffeur voordat u met de auto het terrein betreedt;;;;;;;;;;;;
B6;;;einde busbaan;;;B6;;;;;einde busbaan;;;;;;;;;;;;
B4;;;Einde eigen weg;;;B4;;;;;Einde eigen weg;;;;;;;;;;;;
B6;;;einde fietspad;;;B6;;;;;einde fietspad;;;;;;;;;;;;
B5;;;Einde strooi gebied na 60 meter;;;B5;;;;;Einde strooi gebied na 60 meter;;;;;;;;;;;;
B6;;;eindelosloopgebied;;;B6;;;;;eindelosloopgebied;;;;;;;;;;;;
B6;;;Eingeschrankter Winterdienst;;;B6;;;;;Eingeschrankter Winterdienst;;;;;;;;;;;;
B2;;;Elburg vesting;;;B2;;;;;Elburg vesting;;;;;;;;;;;;
B3;;;EURO CAPS;;;B3;;;;;EURO CAPS;;;;;;;;;;;;
B5;;;EVEN onleesbaar;;;B5;;;;;EVEN onleesbaar;;;;;;;;;;;;
B1;;;"Evenement Ommen;PARKEREN CENTRUM";;;B1;;;;;"Evenement Ommen;PARKEREN CENTRUM";;;;;;;;;;;;
B6;;;Fiets oversteek;;;B6;;;;;Fiets oversteek;;;;;;;;;;;;
B6;;;fietsen toegestaan brom-en snorfietsen verboden;;;B6;;;;;fietsen toegestaan brom-en snorfietsen verboden;;;;;;;;;;;;
B5;;;fietsenstalling;;;B5;;;;;fietsenstalling;;;;;;;;;;;;
B4;;;Fietser;;;B4;;;;;Fietser;;;;;;;;;;;;
B6;;;fietser toegestaan;;;B6;;;;;fietser toegestaan;;;;;;;;;;;;
B3;;;fietsers;;;B3;;;;;fietsers;;;;;;;;;;;;
B4;;;fietsers;;;B4;;;;;fietsers;;;;;;;;;;;;
B5;;;fietsers;;;B5;;;;;fietsers;;;;;;;;;;;;
B6;;;fietsers;;;B6;;;;;fietsers;;;;;;;;;;;;
B6;;;Fietsers;;;B6;;;;;Fietsers;;;;;;;;;;;;
B6;;;FIETSERS  OVERSTEKEN;;;B6;;;;;FIETSERS  OVERSTEKEN;;;;;;;;;;;;
B6;;;fietsers (2 richtingen) op rotonde voorrang;;;B6;;;vrije tekst;omschrijving;fietsers (2 richtingen) op rotonde voorrang;;;;;;;;;;;;
B6;;;fietsers afstappen;;;B6;;;;;fietsers afstappen;;;;;;;;;;;;
B6;;;Fietsers afstappen;;;B6;;;;;Fietsers afstappen;;;;;;;;;;;;
B7;;;Fietsers afstappen;;;B7;;;;;Fietsers afstappen;;;;;;;;;;;;
B6;;;Fietsers afvalbrengstation;;;B6;;;;;Fietsers afvalbrengstation;;;;;;;;;;;;
B6;;;fietsers daar;;;B6;;;;;fietsers daar;;;;;;;;;;;;
B5;;;fietsers door rood toegestaan;;;B5;;;;;fietsers door rood toegestaan;;;;;;;;;;;;
B7;;;Fietsers eerst oversteken;;;B7;;;;;Fietsers eerst oversteken;;;;;;;;;;;;
B6;;;Fietsers hebben geen voorrang;;;B6;;;;;Fietsers hebben geen voorrang;;;;;;;;;;;;
B6;;;Fietsers hebben voorrang;;;B6;;;;;Fietsers hebben voorrang;;;;;;;;;;;;
B5;;;Fietsers op rijbaan;;;B5;;;;;Fietsers op rijbaan;;;;;;;;;;;;
B6;;;FIETSERS OP ROTONDE HEBBEN VOORRANG;;;B6;;;;;FIETSERS OP ROTONDE HEBBEN VOORRANG;;;;;;;;;;;;
B3;;;fietsers oversteken;;;B3;;;;;fietsers oversteken;;;;;;;;;;;;
B5;;;fietsers oversteken;;;B5;;;;;fietsers oversteken;;;;;;;;;;;;
B6;;;Fietsers Oversteken;;;B6;;;;;Fietsers Oversteken;;;;;;;;;;;;
B6;;;fietsers oversteken;;;B6;;;;;fietsers oversteken;;;;;;;;;;;;
B6;;;FIETSERS OVERSTEKEN;;;B6;;;;;FIETSERS OVERSTEKEN;;;;;;;;;;;;
B6;;;Fietsers oversteken;;;B6;;;;;Fietsers oversteken;;;;;;;;;;;;
B7;;;fietsers oversteken;;;B7;;;;;fietsers oversteken;;;;;;;;;;;;
B7;;;FIETSERS OVERSTEKEN;;;B7;;;;;FIETSERS OVERSTEKEN;;;;;;;;;;;;
B3;;;fietsers rechtsaf oversteken;;;B3;;;;;fietsers rechtsaf oversteken;;;;;;;;;;;;
B4;;;fietsers richtingen Dronten;;;B4;;;;;fietsers richtingen Dronten;;;;;;;;;;;;
B6;;;FIETSERS STOPPEN;;;B6;;;;;FIETSERS STOPPEN;;;;;;;;;;;;
B3;;;fietsers Sweelincklaan;;;B3;;;;;fietsers Sweelincklaan;;;;;;;;;;;;
B6;;;fietsers verboden over te steken;;;B6;;;;;fietsers verboden over te steken;;;;;;;;;;;;
B1;;;fietsers volg fietspad;;;B1;;;;;fietsers volg fietspad;;;;;;;;;;;;
B6;;;FIETSERS VOORRANG;;;B6;;;;;FIETSERS VOORRANG;;;;;;;;;;;;
B6;;;Fietsers voorrang;;;B6;;;;;Fietsers voorrang;;;;;;;;;;;;
B6;;;fietsers voorrang;;;B6;;;;;fietsers voorrang;;;;;;;;;;;;
B6;;;Fietsers Voorrang!;;;B6;;;;;Fietsers Voorrang!;;;;;;;;;;;;
B7;;;fietsers!;;;B7;;;;;fietsers!;;;;;;;;;;;;
B3;;;fietspad;;;B3;;;;;fietspad;;;;;;;;;;;;
B1;;;fietspad overzijde kruispunt;;;B1;;;;;fietspad overzijde kruispunt;;;;;;;;;;;;
B6;;;fietspad vrijhouden;;;B6;;;;;fietspad vrijhouden;;;;;;;;;;;;
B6;;;"Fietsroute (fig. fiets);";;;B6;;;;;"Fietsroute (fig. fiets);";;;;;;;;;;;;
B6;;;fietsroute centrum;;;B6;;;;;fietsroute centrum;;;;;;;;;;;;
B4;;;Fietsstad 2020;;;B4;;;vrije tekst;omschrijving;Fietsstad 2020;;;;;;;;;;;;
B6;;;fietsstraat toegestaan;;;B6;;;;;fietsstraat toegestaan;;;;;;;;;;;;
B7;;;fietstunnel 75 m (oversteken);;;B7;;;;;fietstunnel 75 m (oversteken);;;;;;;;;;;;
B1;;;Fort Pannerden 300m;;;B1;;;;;Fort Pannerden 300m;;;;;;;;;;;;
B6;;;ga terug;;;B6;;;;;ga terug;;;;;;;;;;;;
B6;;;ga_terug;;;B6;;;;;ga_terug;;;;;;;;;;;;
B4;;;GAASTERLAND KENNERMERLAND 100 METER;;;B4;;;vrije tekst;omschrijving;GAASTERLAND KENNERMERLAND 100 METER;;;;;;;;;;;;
B1;;;Garagebedrijf Inus Kiers Erm;;;B1;;;;;Garagebedrijf Inus Kiers Erm;;;;;;;;;;;;
B6;;;Gedenkteken 'Vliegers in het vuur';;;B6;;;;;Gedenkteken 'Vliegers in het vuur';;;;;;;;;;;;
B6;;;geef fietsers op de rotonde voorrang;;;B6;;;;;geef fietsers op de rotonde voorrang;;;;;;;;;;;;
B4;;;Geef invoegende bestuurders Achterdijk de ruimte!;;;B4;;;;;Geef invoegende bestuurders Achterdijk de ruimte!;;;;;;;;;;;;
B6;;;Geef overstekende fietsers voorrang;;;B6;;;;;Geef overstekende fietsers voorrang;;;;;;;;;;;;
B1;;;geef ritser ruimte;;;B1;;;;;geef ritser ruimte;;;;;;;;;;;;
B6;;;Geen doorgaand verkeer;;;B6;;;;;Geen doorgaand verkeer;;;;;;;;;;;;
B6;;;geld alleen voor fietspad;;;B6;;;;;geld alleen voor fietspad;;;;;;;;;;;;
B6;;;geldt alleen voor fietspad;;;B6;;;;;geldt alleen voor fietspad;;;;;;;;;;;;
B3;;;geldt alleen voor tram/busbaan;;;B3;;;;;geldt alleen voor tram/busbaan;;;;;;;;;;;;
B1;;;Geldt niet voor Parallelweg;;;B1;;;;;Geldt niet voor Parallelweg;;;;;;;;;;;;
B6;;;Gelieve hier GEEN afval aan te bieden. (art 6 Uitvoeringsbesluit Afvalstoffenverordening);;;B6;;;;;Gelieve hier GEEN afval aan te bieden. (art 6 Uitvoeringsbesluit Afvalstoffenverordening);;;;;;;;;;;;
B1;;;gemarkeerd gedeelte vrijlaten;;;B1;;;;;gemarkeerd gedeelte vrijlaten;;;;;;;;;;;;
B1;;;GEMEENTE BARNEVELD;;;B1;;;;;GEMEENTE BARNEVELD;;;;;;;;;;;;
B6;;;GERESERVEERD VOOR BUSSEN;;;B6;;;;;GERESERVEERD VOOR BUSSEN;;;;;;;;;;;;
B5;;;Geriatrisch centrum Drie MaasHave;;;B5;;;;;Geriatrisch centrum Drie MaasHave;;;;;;;;;;;;
B4;;;GEVA ARLIJKE UITRIT;;;B4;;;;;GEVA ARLIJKE UITRIT;;;;;;;;;;;;
B6;;;GEVAARLIJK KRUSPUNT;;;B6;;;;;GEVAARLIJK KRUSPUNT;;;;;;;;;;;;
B5;;;gevaarlijk wegdek;;;B5;;;;;gevaarlijk wegdek;;;;;;;;;;;;
B1;;;gevaarlijke berm;;;B1;;;;;gevaarlijke berm;;;;;;;;;;;;
B6;;;gevaarlijke oversteek;;;B6;;;;;gevaarlijke oversteek;;;;;;;;;;;;
B6;;;Gevaarlijke oversteek;;;B6;;;;;Gevaarlijke oversteek;;;;;;;;;;;;
B6;;;"Gevaarlijke oversteek;100 m";;;B6;;;Waarschuwing;omschrijving;Gevaarlijke oversteek;;;;;;;;;;;;
B6;;;"Gevaarlijke oversteek;100 m";;;B6;;;Werkingslengte;Werkingslengte;100;;;;;;;;;;;;
B7;;;GEVAARLIJKE UITRIT;;;B7;;;;;GEVAARLIJKE UITRIT;;;;;;;;;;;;
B1;;;gevaarlijke wegberm;;;B1;;;;;gevaarlijke wegberm;;;;;;;;;;;;
B1;;;gevaarlijke wegkant;;;B1;;;;;gevaarlijke wegkant;;;;;;;;;;;;
B4;;;gevaarlijke wegkanten;;;B4;;;;;gevaarlijke wegkanten;;;;;;;;;;;;
B1;;;Gevaarlijke zachte berm;;;B1;;;;;Gevaarlijke zachte berm;;;;;;;;;;;;
B6;;;Gewijzigd Fietsers voorrang;;;B6;;;;;Gewijzigd Fietsers voorrang;;;;;;;;;;;;
B5;;;Gezondheidscentrum Lombok apotheek Jeugdgezondheidszorg;;;B5;;;;;Gezondheidscentrum Lombok apotheek Jeugdgezondheidszorg;;;;;;;;;;;;
B6;;;"Gezondheidscentrum Lombok apotheek Jeugdgezondheidszorg;VERKEERSEXAMEN";;;B6;;;;;"Gezondheidscentrum Lombok apotheek Jeugdgezondheidszorg;VERKEERSEXAMEN";;;;;;;;;;;;
B1;;;glad bij vorst;;;B1;;;;;glad bij vorst;;;;;;;;;;;;
B6;;;Goede reis tot ziens;;;B6;;;;;Goede reis tot ziens;;;;;;;;;;;;
B6;;;gratis route;;;B6;;;;;gratis route;;;;;;;;;;;;
B6;;;Haarlemmerliede gem. Haarlemmermeer;;;B6;;;;;Haarlemmerliede gem. Haarlemmermeer;;;;;;;;;;;;
B3;;;Harskamper-dennen;;;B3;;;;;Harskamper-dennen;;;;;;;;;;;;
B1;;;havens 561;;;B1;;;vrije tekst;omschrijving;havens 561;;;;;;;;;;;;
B6;;;heeft u zich al afgemeld?;;;B6;;;;;heeft u zich al afgemeld?;;;;;;;;;;;;
B2;;;Heerenveen4GlobalGoals onleesbaar;;;B2;;;;;Heerenveen4GlobalGoals onleesbaar;;;;;;;;;;;;
B2;;;Heerenveen4GlobalGools onleesbaar;;;B2;;;;;Heerenveen4GlobalGools onleesbaar;;;;;;;;;;;;
B6;;;Hellendoorn Ommen;;;B6;;;;;Hellendoorn Ommen;;;;;;;;;;;;
B1;;;herhaling;;;B1;;;;;herhaling;;;;;;;;;;;;
B5;;;herhaling;;;B5;;;;;herhaling;;;;;;;;;;;;
B6;;;herhaling;;;B6;;;;;herhaling;;;;;;;;;;;;
B4;;;Het gemarkeerde gebied vrijhouden;;;B4;;;;;Het gemarkeerde gebied vrijhouden;;;;;;;;;;;;
B3;;;hier geen fietsen plaatsen;;;B3;;;;;hier geen fietsen plaatsen;;;;;;;;;;;;
B7;;;HIER MELDEN REPORT HERE;;;B7;;;;;HIER MELDEN REPORT HERE;;;;;;;;;;;;
B1;;;Hoe hard rijdt U nu ?;;;B1;;;;;Hoe hard rijdt U nu ?;;;;;;;;;;;;
B5;;;Hoe hard rijdt u nu!;;;B5;;;;;Hoe hard rijdt u nu!;;;;;;;;;;;;
B6;;;HOEVE DE BEF;;;B6;;;;;HOEVE DE BEF;;;;;;;;;;;;
B4;;;"Hotel Faber;";;;B4;;;;;"Hotel Faber;";;;;;;;;;;;;
B5;;;Hotelgast/guests Holiday Inn Zorgen Zekerheid;;;B5;;;;;Hotelgast/guests Holiday Inn Zorgen Zekerheid;;;;;;;;;;;;
B1;;;Houd afstand 1;5M;;B1;;;vrije tekst;omschrijving;Houd afstand 1;;;;;;;;;;;;
B6;;;Houd de lanen mooi. Ga rechtsaf voor P Oud Amelisweerd;;;B6;;;;;Houd de lanen mooi. Ga rechtsaf voor P Oud Amelisweerd;;;;;;;;;;;;
B4;;;Huisdieren crematorium;;;B4;;;;;Huisdieren crematorium;;;;;;;;;;;;
B6;;;Huisnr's 12 t/m 22;;;B6;;;vrije tekst;omschrijving;Huisnr's 12 t/m 22;;;;;;;;;;;;
B1;;;Ijshal;;;B1;;;;;Ijshal;;;;;;;;;;;;
B4;;;In /uitrit Bewoners;;;B4;;;;;In /uitrit Bewoners;;;;;;;;;;;;
B5;;;In /uitrit Bewoners;;;B5;;;;;In /uitrit Bewoners;;;;;;;;;;;;
B5;;;In de gemeente is het te koop aanbieden van auto's op de weg verboden.;;;B5;;;;;In de gemeente is het te koop aanbieden van auto's op de weg verboden.;;;;;;;;;;;;
B6;;;In deze wijk geldt de opkoopbescherming;;;B6;;;;;In deze wijk geldt de opkoopbescherming;;;;;;;;;;;;
B6;;;In dit gebied is het verboden voertuigen te koop aan te bieden en/ of te verhandelen. Art. 5.1.3 Iid 1. APV Rotterdam;;;B6;;;vrije tekst;omschrijving;In dit gebied is het verboden voertuigen te koop aan te bieden en/ of te verhandelen. Art. 5.1.3 Iid 1. APV Rotterdam;;;;;;;;;;;;
B4;;;In geval van een wachtrij bij de milieustraat Uitritten (bedrijven) vrijhouden;;;B4;;;;;In geval van een wachtrij bij de milieustraat Uitritten (bedrijven) vrijhouden;;;;;;;;;;;;
B4;;;in-/uitrit;;;B4;;;;;in-/uitrit;;;;;;;;;;;;
B4;;;in-/uitrit werkverkeer;;;B4;;;;;in-/uitrit werkverkeer;;;;;;;;;;;;
B7;;;In-/uitstappen personenvervoer toegestaan;;;B7;;;;;In-/uitstappen personenvervoer toegestaan;;;;;;;;;;;;
B3;;;in/uitvoegend werkverkeer;;;B3;;;;;in/uitvoegend werkverkeer;;;;;;;;;;;;
B5;;;"INDUSTRIE-TERREIN JULIA;onleesbaar METAAL B.V. 300 MTR. onleesbaar";;;B5;;;;;"INDUSTRIE-TERREIN JULIA;onleesbaar METAAL B.V. 300 MTR. onleesbaar";;;;;;;;;;;;
B5;;;info;;;B5;;;;;info;;;;;;;;;;;;
B6;;;INFO 75 M R;;;B6;;;;;INFO 75 M R;;;;;;;;;;;;
B3;;;Infocenter SS Rotterdam;;;B3;;;;;Infocenter SS Rotterdam;;;;;;;;;;;;
B4;;;INGANG AVERIJHAVENDEPOT;;;B4;;;;;INGANG AVERIJHAVENDEPOT;;;;;;;;;;;;
B1;;;Ingang Entrance St.Bravo;;;B1;;;;;Ingang Entrance St.Bravo;;;;;;;;;;;;
B1;;;ingang milieustraat;;;B1;;;;;ingang milieustraat;;;;;;;;;;;;
B1;;;inhalen toegestaan;;;B1;;;;;inhalen toegestaan;;;;;;;;;;;;
B4;;;inhalen toegestaan;;;B4;;;;;inhalen toegestaan;;;;;;;;;;;;
B1;;;inhalen tractoren en brommobielen toegestaan;;;B1;;;;;inhalen tractoren en brommobielen toegestaan;;;;;;;;;;;;
B1;;;Inhalen van tractoren en brommobielen toegestaan;;;B1;;;;;Inhalen van tractoren en brommobielen toegestaan;;;;;;;;;;;;
B2;;;inritten;;;B2;;;;;inritten;;;;;;;;;;;;
B6;;;Invoegen;;;B6;;;;;Invoegen;;;;;;;;;;;;
B6;;;jachthaven de Koggeplaet;;;B6;;;;;jachthaven de Koggeplaet;;;;;;;;;;;;
B4;;;JUTPHAAS-WIJKERSLOOT;;;B4;;;;;JUTPHAAS-WIJKERSLOOT;;;;;;;;;;;;
B4;;;KANAALZONE UIT;;;B4;;;;;KANAALZONE UIT;;;;;;;;;;;;
B1;;;Kapelberg;;;B1;;;;;Kapelberg;;;;;;;;;;;;
B5;;;Karel V;;;B5;;;;;Karel V;;;;;;;;;;;;
B1;;;Kerspel-Goor;;;B1;;;;;Kerspel-Goor;;;;;;;;;;;;
B6;;;Kinderboerderij;;;B6;;;;;Kinderboerderij;;;;;;;;;;;;
B1;;;Kinderboerderij Merenwijk;;;B1;;;;;Kinderboerderij Merenwijk;;;;;;;;;;;;
B6;;;Kinderboerderij Merenwijk;;;B6;;;;;Kinderboerderij Merenwijk;;;;;;;;;;;;
B3;;;KIOSK OPEN;;;B3;;;;;KIOSK OPEN;;;;;;;;;;;;
B5;;;Klein Zwitserland;;;B5;;;;;Klein Zwitserland;;;;;;;;;;;;
B6;;;km;;;B6;;;;;km;;;;;;;;;;;;
B5;;;Krimpenerwaard College;;;B5;;;;;Krimpenerwaard College;;;;;;;;;;;;
B5;;;kruising vrij houden;;;B5;;;;;kruising vrij houden;;;;;;;;;;;;
B6;;;Kruising Vrijhouden;;;B6;;;;;Kruising Vrijhouden;;;;;;;;;;;;
B1;;;KRUISPUNT VRIJHOUDEN;;;B1;;;;;KRUISPUNT VRIJHOUDEN;;;;;;;;;;;;
B1;;;kruisvak vrij laten;;;B1;;;;;kruisvak vrij laten;;;;;;;;;;;;
B7;;;LAAD EN LOS KADE BETREDEN OP EIGEN RISICO;;;B7;;;;;LAAD EN LOS KADE BETREDEN OP EIGEN RISICO;;;;;;;;;;;;
B6;;;laden en lossen op eigen terrein;;;B6;;;;;laden en lossen op eigen terrein;;;;;;;;;;;;
B1;;;Landal Coldenhove;;;B1;;;;;Landal Coldenhove;;;;;;;;;;;;
B3;;;Landbouwverkeer Kloosterman;;;B3;;;;;Landbouwverkeer Kloosterman;;;;;;;;;;;;
B6;;;Lang wachten?ga rechtsaf en keer bij rotonde;;;B6;;;;;Lang wachten?ga rechtsaf en keer bij rotonde;;;;;;;;;;;;
B4;;;langer dan 2 uur en theaterbezoek;;;B4;;;vrije tekst;omschrijving;langer dan 2 uur en theaterbezoek;;;;;;;;;;;;
B4;;;langer dan 6.00 m hoger dan 2.40 m uitgezonderd ma t /m vr 08.00 -18.00 h;;;B4;;;vrije tekst;omschrijving;langer dan 6.00 m hoger dan 2.40 m uitgezonderd ma t /m vr 08.00 -18.00 h;;;;;;;;;;;;
B1;;;Langsgroeven;;;B1;;;;;Langsgroeven;;;;;;;;;;;;
B7;;;LANGZAAM RIJDEN;;;B7;;;;;LANGZAAM RIJDEN;;;;;;;;;;;;
B6;;;LANGZAAM RIJDEN VOETGANGERS VOORRANG;;;B6;;;;;LANGZAAM RIJDEN VOETGANGERS VOORRANG;;;;;;;;;;;;
B1;;;Leeuwarder Courant Sixmaterrein;;;B1;;;;;Leeuwarder Courant Sixmaterrein;;;;;;;;;;;;
B3;;;Let op;;;B3;;;;;Let op;;;;;;;;;;;;
B3;;;LET OP;;;B3;;;;;LET OP;;;;;;;;;;;;
B6;;;LET OP;;;B6;;;;;LET OP;;;;;;;;;;;;
B6;;;LET OP;FIETSERS VOORRANG;;B6;;;;;LET OP;;;;;;;;;;;;
B7;;;LET OP;;;B7;;;;;LET OP;;;;;;;;;;;;
B6;;;let op !;;;B6;;;;;let op !;;;;;;;;;;;;
B6;;;Let op !;;;B6;;;;;Let op !;;;;;;;;;;;;
B6;;;LET OP !;;;B6;;;;;LET OP !;;;;;;;;;;;;
B6;;;Let op !  2x  verkeer van rechts;;;B6;;;Waarschuwing;omschrijving;Let op !  2x  verkeer van rechts;;;;;;;;;;;;
B6;;;let op ! (fig.)tietsers en bromfietsers;;;B6;;;;;let op ! (fig.)tietsers en bromfietsers;;;;;;;;;;;;
B1;;;let op ! bromfietsen;;;B1;;;;;let op ! bromfietsen;;;;;;;;;;;;
B1;;;Let op ! bromfietsen;;;B1;;;;;Let op ! bromfietsen;;;;;;;;;;;;
B7;;;LET OP ! BUS;;;B7;;;;;LET OP ! BUS;;;;;;;;;;;;
B6;;;let op ! bus op vluchtstrook;;;B6;;;;;let op ! bus op vluchtstrook;;;;;;;;;;;;
B6;;;Let op ! bus van links;;;B6;;;;;Let op ! bus van links;;;;;;;;;;;;
B1;;;Let op ! fietsers;;;B1;;;;;Let op ! fietsers;;;;;;;;;;;;
B1;;;let op ! fietsers;;;B1;;;;;let op ! fietsers;;;;;;;;;;;;
B6;;;Let op ! fietsers;;;B6;;;;;Let op ! fietsers;;;;;;;;;;;;
B6;;;Let op ! Fietsers;;;B6;;;;;Let op ! Fietsers;;;;;;;;;;;;
B6;;;let op ! fietsers;;;B6;;;;;let op ! fietsers;;;;;;;;;;;;
B6;;;LET OP ! FIETSERS;;;B6;;;;;LET OP ! FIETSERS;;;;;;;;;;;;
B7;;;Let op ! FIETSERS;;;B7;;;;;Let op ! FIETSERS;;;;;;;;;;;;
B7;;;Let op ! Fietsers;;;B7;;;;;Let op ! Fietsers;;;;;;;;;;;;
B6;;;LET OP ! Fietsers hebben voorrang;;;B6;;;;;LET OP ! Fietsers hebben voorrang;;;;;;;;;;;;
B6;;;"LET OP ! fietsers voorrang;";;;B6;;;;;"LET OP ! fietsers voorrang;";;;;;;;;;;;;
B6;;;let op ! fietspad;;;B6;;;;;let op ! fietspad;;;;;;;;;;;;
B6;;;Let op ! Fietspad;;;B6;;;;;Let op ! Fietspad;;;;;;;;;;;;
B7;;;LET OP ! FIETSPAD;;;B7;;;;;LET OP ! FIETSPAD;;;;;;;;;;;;
B6;;;Let op ! langzaam verkeer voorrang. ook bij groen;;;B6;;;;;Let op ! langzaam verkeer voorrang. ook bij groen;;;;;;;;;;;;
B3;;;Let op ! overstekende fietsers;;;B3;;;;;Let op ! overstekende fietsers;;;;;;;;;;;;
B4;;;Let Op ! overstekende fietsers;;;B4;;;;;Let Op ! overstekende fietsers;;;;;;;;;;;;
B6;;;Let op ! overstekende fietsers;;;B6;;;;;Let op ! overstekende fietsers;;;;;;;;;;;;
B1;;;Let op ! overstekende voetgangers en fietsers;;;B1;;;;;Let op ! overstekende voetgangers en fietsers;;;;;;;;;;;;
B3;;;Let op ! Situatie gewijzigd;;;B3;;;;;Let op ! Situatie gewijzigd;;;;;;;;;;;;
B3;;;LET OP ! TAXI' S;;;B3;;;;;LET OP ! TAXI' S;;;;;;;;;;;;
B4;;;LET OP ! TAXI'S;;;B4;;;;;LET OP ! TAXI'S;;;;;;;;;;;;
