rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C7(Zone);;;na 900 m;;;C7(Zone);;;;
C1;;;"uitgezonderd bestemmingsverkeer;wegsleepregeling van kracht";;;C1;;;Uitgezonderd;
C1;;;m.u.v. fietsers; en vissers tussen zonsopgangen en zonsondergang;;C1;;;;
C1;;;Uitgezonderd abonnementhouders;;;C1;;;Uitgezonderd;
C3;;;"50 m;uitgezonderd";;;C3;;;Uitgezonderd;
C1;;;uitgezonderd aanwomndan;;;C1;;;Uitgezonderd;
C20;8;;NA 450 m;;;C20;;;;
C20;10;;i.v.m. leidingtracÃ©;;;C20;;;;
C19;2.2;;herhaling;;;C19;;;;
C2;;;"uitgezonderd lijnbussen en ontheffingshouders;uitgezonderd";;;C2;;;Uitgezonderd;
C9;;;"uitgezonderd;en gehandicapt voertuigen";;;C9;;;;
C3;;;m.u.v. tankauto;;;C3;;;;
C17;12;;uitgezonderd landbouwverkeer;;;C17;;;Uitgezonderd;
C2;;;m.u.v. LPG Tankwagens;;;C2;;;;
C7;;;75 Meter;;;C7;;;;
C12;;;Uitgezonderd taxi;s voor mindervaliden;;C12;;;Uitgezonderd;
C6;;;"150m;;uitgezonderd bestemmingsverkeer";;;C6;;;;
C20;4.8;;ZACHTE BERM;;;C20;;;;
C1;;;"wegsleepregeling van kracht;m.u.v. bewoners";;;C1;;;;
C19;3.4;;800 m;;;C19;;;;
C12;;;Ma;di;do en vr 8.00-8.45 en 15.00-15.45 wo 8.00-8.45 en 12.00-12.45 uitgezonderd Bewoners Warmoezeniestraat 33 t/m 41;C12;;;;
C20;6.7;;na 800 m;;;C20;;;;
C6;;;na 1;"5 km;M.C.C. Holland bereikbaar";;C6;;;;
C7;;;Let op: Verkeerssituatie gewijzigd;;;C7;;;;
C18;2.2;;61-65;;;C18;;;;
C12;;;"ma t/m vrijvan 6-9h en 16-19h;uitgezonderd aanwonenden en exploitatie aanliggende percelen";;;C12;;;;
C12;;;"na 800m;van 1 November tot 16 Maart 17.00 uur - 9.00 uur van 16 Maart tot 1 November 21.00 uur - 9.00 uur;van 1 November tot 16 Maart 17.00 uur - 9.00 uur";;;C12;;;;
C12;;;"Na 700 m;uitgezonderd agrarisch bestemmingsverkeer";;;C12;;;;
C2;;;alg;;;C2;;;;
C1;;;"uitgezonderd;STOP Na 35 mtr";;;C1;;;Uitgezonderd;
C1;;;"Uitgezonderd Lijndiensten en Splashtours;uitgezonderd";;;C1;;;Uitgezonderd;
C19;3.7;;175m;;;C19;;;;
C17;12;;620 m;;;C17;;;;
C7;;;Uitgezonderd bestemmings verkeer Krekelberg Nautic;;;C7;;;;
C1;;;"donderdag 10.00 - 18.00 h;uitgezonderd marktwagens";;;C1;;;Uitgezonderd;
C1;;;bussluis;;;C1;;;;
C6;;;UITGEZONDERD AANGRENZENDE EIGENAREN;;;C6;;;;
C7;;;na 1000 m.;;;C7;;;;
C2;;;m.u.v tankauto;;;C2;;;;
C3;;;Garage-Werkplaats;;;C3;;;;
C14;;;VERBODEN VOOR BROWERS en SCOOTERS;;;C14;;;;
C20;1.5;;600 m;;;C20;;;;
C2;;;"uitgezonderd;Tijdens markt (brom)fietsers afstappen";;;C2;;;Uitgezonderd;
C2;;;"200m;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;UITGEZONDERD bevoorraden winkels en aanwonenden;;;C1;;;Uitgezonderd;
C7;;;uitgezonderd in de vakken;;;C7;;;;
C2;;;75 m;;;C2;;;;
C2;;;"uitgezonderd;herhaling";;;C2;;;Uitgezonderd;
C7;;;22- 7 h;;;C7;;;;
C1;;;uitgezonderd ontheffing houders;;;C1;;;Uitgezonderd;
C3;;;"geen doorgaand verkeer;uitgezonderd";;;C3;;;afsluiting doorgaand verkeer, uitzondering;
C1;;;"uitgezonderd lijnbussen;inrijden personenauto's toegestaan van 16.00 - 24.00 uur";;;C1;;;Uitgezonderd;
C1;;;"ma t/m vr 8.015-8.45 11.45-12.15 12.45-13.15 14.15-15.45;Woensdag 12:15-12:12:45h;uitgezonderd";;;C1;;;Uitgezonderd;
C7(Zone);;;na 50 m;;;C7(Zone);;;;
C6;;;EIGEN TERREIN alleen garagehouders en bezoekers Merelstraat 2-4;;;C6;;;;
C7;;;uitgezonderd aantoonbaar bestemmings- verkeer buitengebied;;;C7;;;;
C1;;;UITGEZONDERD onleesbaar;;;C1;;;Uitgezonderd;
C1;;;UITGEZONDERD PLAATSELIJK VERKEER;;;C1;;;Uitgezonderd;
C3;;;"40 m;uitgezonderd";;;C3;;;;
C7;;;1100m;;;C7;;;;
C6;;;m.u.v. bestemmings-verkeer Watertje;;;C6;;;;
C1;;;aanwonenden en verzorgend verkeer uitgezonderd;;;C1;;;Uitgezonderd;
C7;;;Verboden voor landbouw-en vrachtverkeer;;;C7;;;;
C1;;;alleen bestemmingsverkeer Stadswijk;;;C1;;;;
C18;1.7;;;;;C18;;;;
C12;;;uitgezonderd landbouwvoertuigen en aanwonenden;;;C12;;;;
C15;zone;;uitgezonderd;;;C15;;;Uitgezonderd;
C12;;;"16-06 h;uitgezonderd bestemmingsverkeer";;;C12;;;;
C7;;;Uitgezonderd aantoonbaar bestemmingsverkeer Wijngaard de linie (38);;;C7;;;;
C12;;;uitgezonderd brom- mobielen;;;C12;;;;
C12;;;na 200 m;;;C12;;;;
C20;4.8;;"uitgezonderd lijnbussen;uitgezonderd;na 150 m";;;C20;;;;
C12;;;uitgezonderd hulpdiensten en belanghebbende in bezit van handzender;;;C12;;;;
C19;4.6;;;;;C19;;;;
C3;;;na 150 m;;;C3;;;;
C2;;;weegbrug;;;C2;;;;
C15;;;"uitgezonderd bestemmingsverkeer;uitgezonderd";;;C15;;;Uitgezonderd;
C3;;;"uitgezonderd vr -za - zo 12.00 - 24.00 h;OB54";;;C3;;;;
C1;;;"uitgezonderd;uItgezonderd VergunnInghouders";;;C1;;;Uitgezonderd;
C3;;;laden/lossen;;;C3;;;;
C15;;;1 km;;;C15;;;;
C19;2.2;;Alleen in de vakken;;;C19;;;;
C17;10;;130 m;;;C17;;;;
C1;;;M.u.v. werkverkeer Gem. Culemborg.;;;C1;;;;
C7;;;UITGEZONDERD VERZORGINGSVERKEER;;;C7;;;Uitgezonderd;
C1;;;EIGEN TERREIN VERBODEN TE VERKEREN;;;C1;;;;
C7;;;25 m;;;C7;;;;
C8;;;300 m;;;C8;;;;
C21;12.5;;uitgezonderd hulpdiensten;;;C21;;;Uitgezonderd;
C7;;;uitgezonderd aanwonenden en tbv exploitatie aanliggende percelen;;;C7;;;;
C4;R;;uitgezonderd hulpdiensten;;;C4;;;Uitgezonderd;
C2;;;na 20 meter;;;C2;;;;
C19;3.3;;200 m;;;C19;;;;
C20;6;;1 km;;;C20;;;;
C1;;;geen ingang Hoofdingang gebruiken;;;C1;;;;
C22a(Zone);;;;;;C22a(Zone);;;;
C1;;;UITGEZONDERD HULPDIENSTEN;;;C1;;;Uitgezonderd;
C1;;;ma t/m vr 8-9 h 12-13.30 h 15-16 h;;;C1;;;;
C12;;;"uitgezonderd bestemmingsverkeer;na 150 m";;;C12;;;;
C7;;;na 125 m;;;C7;;;;
C18;2.0;;na 200 m;;;C18;;;;
C3;;;LEVERANCIERS MELDEN VIA INTERCOM;;;C3;;;;
C13;;;m.u.v.gehandicapten voertuigen;;;C13;;;;
C20;12;;;;;C20;;;;
C20;5;;M.U.V. LANDBOUW VERKEER;;;C20;;;;
C13;;;uitgezonderd Perceel 4 en 6;;;C13;;;;
C3;;;"UITRIT VRIJHOUDEN;";;;C3;;;;
C7;;;vrachtverkeer via Lange Dreef;;;C7;;;;
C1;;;"uitgezonderd;Uitgezonderd WMO-taxiÃ¢'s";;;C1;;;Uitgezonderd;
C9;;;uitgezonderd landbouwverkeer op de rechter rijstrook;;;C9;;;;
C20;2.5;;"INRIJDEN OP EIGEN RISICO!;PAS OP! 1 VOERTUIG PER KEER!";;;C20;;;;
C21;5;;Maximaal gewicht 5t;;;C21;;;;
C1;;;23.00-07.00 h;;;C1;;;;
C1;;;"uitgezonderd bestemmingsverkeer;1039";;;C1;;;Uitgezonderd;
C12;;;"250 m;uitgezonderd ten behoeve van aanwonenden Norelholtweg 3-11;uitgezonderd ten behoeve van aangrenzende percelen";;;C12;;;;
C7;;;NA 90 m;;;C7;;;;
C10;;;Bedrijfsvoertuigen on leveranciers via andere ingang;;;C10;;;;
C15;;;na 70 m;;;C15;;;;
C7;;;Camera- bewaking;;;C7;;;;
C21;8;;uitgezonderd lijdiensten;;;C21;;;;
C2;;;"140m;uitgezonderd";;;C2;;;Uitgezonderd;
C19;2.5;;PARKEERDEK;;;C19;;;vrije tekst;
C6;;;m.u.v. vergunninghouders;;;C6;;;;
C12;;;"400 m;inhalen toegestaan";;;C12;;;;
C3;;;PARKEREN UITSLUITEND VOOR BEZOEK EN HULPDIENSTEN;;;C3;;;vrije tekst;
C21;5;;onleesbaar;;;C21;;;;
C21;3.5;;verboden te parkeren eigen terrein V.V.E. de Weije;;;C21;;;vrije tekst;
C7;;;50m;;;C7;;;;
C7;;;Uitgezonderd leveranties VBT;;;C7;;;;
C21;50;;uitgezonderd LVZ's;;;C21;;;;
C2;;;uitgezonderd (brom) fietsers;;;C2;;;Uitgezonderd;
C1;;;UITGEZONDERD taxi Brommobiel;;;C1;;;Uitgezonderd;
C1;;;250 mf;;;C1;;;;
C1;;;";onleesbaar";;;C1;;;;
C8;;;250 m;;;C8;;;;
C12;;;"100 m;uitgezonderd (brom)-fietsers"; lijnbussen en taxi's;;C12;;;;
C6;;;m;u;v;C6;;;;
C20;;;600 m;;;C20;;;;
C3;;;"van 07.00u. tot 10.00u;uitgezonderd";;;C3;;;;
C7;;;uitsluitend milieudienst;;;C7;;;uitsluitend;
C8;;;"uitgezonderd ma t/m vr 6-21 h zaterdag 6-18 h;uitgezonderd bestemmingsverkeer";;;C8;;;;
C6;;;uitgezonders bestemmingsverkeer;;;C6;;;;
C6;;;Met uitgezondering van: kantine medewerkers leveranciers invaliden;;;C6;;;;
C13;;;uitgezonderd bestemmingsverkeer en invalidevbertuigen;;;C13;;;;
C12;;;alleen toegankelijk voor bestemmings- verkeer en fietsers;;;C12;;;;
C1;;;uitgezonderd (brom)fietsers laden en lossen;;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd bestemmingsverkeer;";;;C3;;;Uitgezonderd;
C17;7;;350 m;;;C17;;;;
C3;;;m.u.v. (brom-) fietsers en ontheffingshouders;;;C3;;;;
C7;;;"uitgezonderd bestemmingsverkeer;fietsroute Opeinde";;;C7;;;;
C19;3.9;;1 km;;;C19;;;;
C3;;;"ma t/m vr 07.00-09.00;uitgezonderd";;;C3;;;;
C2;;;M.U.V. AUTOGARAGE;;;C2;;;;
C7(Zone);;;bestemmingsverkeer toegestaan;;;C7(Zone);;;;
C2;;;UITGEZONDERD (BROM)FIETSERS;;;C2;;;Uitgezonderd;
C7;;;"Eigen terrein Op dit terrein is de wegenverkeerswetgeving van toepassing;Cameratoezicht";;;C7;;;;
C21;35;;300m;;;C21;;;;
C21;10;;EN VERDER VOOR EIGEN RISICO;;;C21;;;;
C19;2.3;;1200 m;;;C19;;;;
C12;;;"uitgezonderd;eigenaren aangrenzende percelen";;;C12;;;;
C7;;;Uitgezonderd oplahen/brengen van personen/goederen;;;C7;;;;
C2;;;"uitgezonderd;Na 25m";;;C2;;;"Uitgezonderd; lengte na; ";
C12;;;"geen doorgaande verharding;uitgezonderd bestemmingsverkeer";;;C12;;;"uitgezonderd; vrije tekst";
C12;;;m.u.v leden HSV;;;C12;;;;
C2;;;"uitgezonderd;NA 25 M t r.";;;C2;;;"Uitgezonderd; lengte na; ";
C20;11.5;;;;;C20;;;;
C2;;;"uitgezonderd;cameratoezicht";;;C2;;;Uitgezonderd;
C7;;;langer dan 12 meter;;;C7;;;;
C4;L;;";ma t/m vr 17-19 h;uitgezonderd";;;C4;;;;
C3;;;eigen terrein;;;C3;;;;
C6;;;uitgezonderd vergunninghouders en leveranciers;;;C6;;;;
C12;;;"ma. di. do en vr 8.15-8.45 uur 11.45-12.15 uur 13.00-13.30 uur 15.00-15.30 uur wo 8.15-8.45 uur 12.15-12.45 uur;uitgezonderd schoolvakanties uitgezonderd aanwonenden";;;C12;;;;
C6;;;geld niet voor verkeer een behoefte van aanliggende percelen;;;C6;;;;
C19;;;700 m;;;C19;;;;
C1;;;M.U.V aanwonenden en fietsers;;;C1;;;;
C18;2.3;;na 30 m;;;C18;;;;
C1;;;"uitgezonderd lijnbussen;75m";;;C1;;;Uitgezonderd;
C6;;;300 m;;;C6;;;;
C21;12.5;;"na 700 m;M. Grooten Euregiotrac bereikbaar";;;C21;;;;
C12;;;";ma t/m vr 07-09 h 16-18 h";;;C12;;;;
C14;;;na 50 m;;;C14;;;;
C12;;;m.u.v. woon/werkverkeer;;;C12;;;;
C1;;;"m.u.v leveranciers;m.u.v volgauto s";;;C1;;;;
C2;;;";EIGEN WEG";;;C2;;;eigen weg;
C3;;;fietsers vitgozenderd;;;C3;;;;
C7;;;"100 m;uitgezonderd laden en lossen";;;C7;;;;
C15;;;na 50 m;;;C15;;;;
C1;;;Uitgezondered: -Fietsers -Trouwstoeten -Bedienend verkeer (van 5 tot 12 uur);;;C1;;;;
C19;3.85;;LET OP! Doorrijhoogte;;;C19;;;;
C1;;;uitgezonderd lijnbussen en ambulance;;;C1;;;Uitgezonderd;
C1;;;uitgezonderd diensten;;;C1;;;Uitgezonderd;
C12;;;"na 500 m;m.u.v. agrarisch verkeer en ontheffinghouders";;;C12;;;;
C12;;;"ma t/m vr 16.00-18.00 h;uitgezonderd";;;C12;;;;
C1;;;uitgezonderd autobussen openbaarvervoer;;;C1;;;Uitgezonderd;
C3;;;"UITGEZONDERD (BROM) FIETSERS;m.u.v. aanwonenden op markt- en evenementendagen";;;C3;;;;
C4;L;;Op dit terrein gelden de regels conform de wegenverkeerswetgeving;;;C4;;;;
C2;;;"ma t/m vr 8 - 17 h;uitgezonderd";;;C2;;;Uitgezonderd;
C1;;;uitgezonderd aanwonenden en fietsers;;;C1;;;Uitgezonderd;
C1;;;PRIV'Ã‰TERREIN GEEN TOEGANG!!! WINDKRACHT 6 B.V.;;;C1;;;;
C3;;;let op ! voetgangers;;;C3;;;;
C3;;;UIT;;;C3;;;;
C3;;;fietsers;;;C3;;;;
C21;22;;;;;C21;;;;
C1;;;"tussen 22:00 en 7:00 uur;uitgezonderd bestemmingsverkeer";;;C1;;;Uitgezonderd;
C19;3.6;;na 280m;;;C19;;;;
C7(Zone);;;Uitgezonderd aanwonende en exploitatie aanliggende percelen;;;C7(Zone);;;;
C18;2.2;;"uitgezonderd bestemmingsverkeer;";;;C18;;;Uitgezonderd;
C12;;;uitgezonderd verkeer met aantoonbare besteming;;;C12;;;;
C3;;;"onleesbaar;fout parkeren bon riskeren";;;C3;;;vrije tekst;
C7;;;UITGEZONDERD BESTEMMINGSVERKEER SEDYK 1 OOSTERBIERUM;;;C7;;;;
C2;;;verboden voor onleesbaar;;;C2;;;;
C19;;;herhaling;;;C19;;;;
C20;1.2;;na 80 m;;;C20;;;;
C12;;;uitgezonderd landbouw- en bestemmingsverkeer;;;C12;;;;
C2;;;MAX. 2 UUR;;;C2;;;;
C1;;;"uitgezonderd;Laden/ lossen toegestaan: ma.di.wo.. vr 6-12 h en 18-19 h do 1 apr. t/m 15 okt: 5-9 .00 h en 21-22 h 16 okt. t/m 31 mrt. 5-12 h en 21-22 h za 5-12 h en 17-18 h koopzondag 17-18 h";;;C1;;;Uitgezonderd;
C7;;;Uitgezonderd bevoorrading Zonna;;;C7;;;;
C17;10;;60 m;;;C17;;;;
C3;;;tussen 8-9 en 15-16 uur;;;C3;;;;
C21;10;;na 200 m;;;C21;;;;
C7;;;na 35 m;;;C7;;;;
C18;2.3;;200m;;;C18;;;;
C3;;;parkeergarage verboden voor fietsers en bromfietsers;;;C3;;;vrije tekst;
C7;;;17.00 - 07.00;;;C7;;;;
C7;;;bestemmings- verkeer toegestaan;;;C7;;;;
C19;2.4;;NA 1100 M;;;C19;;;;
C12;;;"maandag t/m vrijdag 08.15-08.45 h en 13.45-14.15 h m.u.v. schoolvkanties;uitgezonderd aanwonenden en gebruikers van de gehandicaptenparkeerplaatsen";;;C12;;;vrije tekst;
C4;L;;200m;;;C4;;;;
C20;5;;1;4 km;;C20;;;;
C1;;;uitgezonderd fietsen en bevoorrading;;;C1;;;Uitgezonderd;
C17;10;;1 KM.;;;C17;;;;
C2;;;Met uitzondering van bezoekers;;;C2;;;;
C19;3.8;;uitgezonderd;;;C19;;;Uitgezonderd;
C6;;;Slechte berm;;;C6;;;;
C2;;;UITGEZONDERD FIETSERS EN BESTEMMINGSVERKEER;;;C2;;;Uitgezonderd;
C3;;;Let op!! Tarieven gewijzigd;;;C3;;;;
C1;;;"uitgezonderd lijnbussen en laden en lossen taxi's toegestaan 22-6 h;taxi's toegestaan 22-6 h";;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd;bewoners parkeren";;;C3;;;vrije tekst;
C1;;;uitgezonderd politie;;;C1;;;Uitgezonderd;
C12;;;Uitgezonderd eigenaren aanliggende percelen en ground gebruikers;;;C12;;;;
C13;;;wachten op groen licht Ã©Ã©n voertuig per keer;;;C13;;;;
C1;;;Uitgezonderd lijnbussen en ontheffing-houders;;;C1;;;Uitgezonderd;
C7;;;uitgezonderd 06-12 h;;;C7;;;;
C2;;;";na 75m";;;C2;;;;
C1;;;uitgezonderd lijnbussen en bewoners/bezoekers perceel provincialeweg 2;;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd;uitgrzonderd bewoners IJzerenkuillenweg 21 en 23";;;C12;;;;
C21;40;;i.v.m. overlast duiven niet voeren.;;;C21;;;;
C2;;;"uitgezonderd;uitgezonderd lijnbussen;75 m";;;C2;;;Uitgezonderd;
C20;5;;100 m;;;C20;;;;
C8;;;Bedrijfsafval wordt NIET geaccepteerd;;;C8;;;;
C19;4.0;;180 m;;;C19;;;;
C13;;;uitgezonderd;;;C13;;;Uitgezonderd;
C1;;;uitgezonderd begrafenisstoet;;;C1;;;Uitgezonderd;
C7;;;Leveranciers via Polenweg;;;C7;;;;
C7(Zone);;;200 m;;;C7(Zone);;;;
C12;;;"uitgezonderd 13a aanwonenden. exploitatieverkeer.;uitgezonderd tbv aanwonenden"; exploitatieverkeer;;C12;;;;
C7;;;Betaald parkeren via mobiel;;;C7;;;vrije tekst;
C1;;;gevaarlijk terrein verboden toegang voor onbevoegden art. 461 w.v.s.;;;C1;;;verboden voor onbevoegden;
C12;;;met uitzondering van ontheffinghouders;;;C12;;;;
C1;;;uitgezonderd landbouw- voertuigen;;;C1;;;Uitgezonderd;
C2;;;UITGEZONDERD PERSONENAUTO'S;;;C2;;;"Uitgezonderd; lengte na; ";
C20;1;;enkelassig voertuig;;;C20;;;;
C1;;;"uitgezonderd;uitgezonderd;DOORRIJ SLUIS";;;C1;;;Uitgezonderd;
C11;;;apr t/m okt. za/zo;;;C11;;;;
C13;;;Wandelen en fietsen toegestaan Verboden voor bromfietsers;;;C13;;;;
C2;;;INGANG ANDERE ZIJDE;;;C2;;;;
C2;;;"DUS NIET BROMMEN;uitgezonderd bestemmingsverkeer";;;C2;;;Uitgezonderd;
C12;;;"uitgezonderd;m.u.v. De Tinne";;;C12;;;;
C2;;;"DIT TERREIN WORDT BEWAAKT DOOR EEN CAMERA OBSERVATIE VIA;uitgezonderd bezoekers kantoor";;;C2;;;Uitgezonderd;
C4;R;;CAMERATOEZICHT;;;C4;;;;
C2;;;M.U.V FIETSERS;;;C2;;;;
C12;;;uitgezonderd aanwonenden en t.b.v. exploitatie aanliggende percelen;;;C12;;;;
C7;;;Uitgezonderd bezoekers A.C. Verhoefweg 2 T/M 6 Derde Zijweg 3.7.9.4.8.;;;C7;;;;
C7;;;wegsleepregeling van kracht;;;C7;;;;
C3;;;"uitgezonderd;uitgezonderd bouwverkeer";;;C3;;;Uitgezonderd;
C7;;;Trucks: Pompweg 1 Please navigate to Veerweg 16;;;C7;;;;
C17;8;;Zuid;;;C17;;;;
C1;;;"uitgezonderd;za. van 23.00 uur tot zo. 6.00 uur;Cameratoezicht";;;C1;;;Uitgezonderd;
C3;;;24/7 camerabewaking;;;C3;;;;
C3;;;"EIGEN TERREIN betreden op eigen risico;Hekken sluiten automatisch na sluiting winkel";;;C3;;;;
C20;0.35;;;;;C20;;;;
C17;1.2;;;;;C17;;;;
C20;1;;achter de gele lijn;;;C20;;;;
C2;;;parkeerplaats bus;;;C2;;;vrije tekst;
C12;;;"uitgezonderd bestemmingsverkeer;uitgezonderd bestemmingsverkeer";;;C12;;;Uitgezonderd;
C1;;;"uitgezonderd;NA 50 Meter";;;C1;;;Uitgezonderd;
C1;;;UITGEZONDERD VERZORGINGSVERKEER;;;C1;;;Uitgezonderd;
C6;;;Na 85 m;;;C6;;;;
C7;;;NA 60 M;;;C7;;;;
C20;4.8;;uitgezonderd bestemmingsverkeer;;;C20;;;Uitgezonderd;
C12;;;uÄ°tgezonderd lijnbussen en ontheffingshouders;;;C12;;;;
C1;;;"uitgezonderd;uitgezonderd VERGUN NGHOUDERS";;;C1;;;Uitgezonderd;
C1;;;25 m;;;C1;;;;
C6;;;"doorrijden toegestaan voor verkoop fruit spaanweg 1 en aardappeis Abbekingdersezandwef 4;uitgezonderd bestemmings en landbouwverkeer";;;C6;;;;
C1;;;m.u.v. Zeelandia auto's;;;C1;;;;
C2;;;"uitgezonderd;uitgezonderd lijnbussen";;;C2;;;Uitgezonderd;
C1;;;UITGEZONDERD ONTHEFFING;;;C1;;;Uitgezonderd;
C3;;;"ma t/m 08-16h;uitgezonderd";;;C3;;;;
C13;;;uitgezonderd bestemmingsverkeer basisscholen;;;C13;;;;
C1;;;m.u.v ontheffinghouders. fietsers en motorvoertuigen met aanhanger ten behoeve van het in en uit zee brengen van vaartuigen;;;C1;;;;
C2;;;EIGEN TERREIN;;;C2;;;;
C6;;;"uitgezonderd bestuurders met gehandicapte P-kaart;van 17:00 tot 08:30";;;C6;;;;
C19;3.7;;50 m;;;C19;;;;
C1;;;UITGEZONDERD DIENSTVOERTUIGEN;;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd;8-10 h;snor- en bromfietsen niet toegestaan";;;C1;;;Uitgezonderd;
C7;;;bedienend verkeer toegestaan;;;C7;;;;
C2;;;Haarlemmerliede gem. Haarlemmerliede en Spaarnwoude;;;C2;;;;
C18;2.2;;einde verharde weg;;;C18;;;;
C1;;;uitgezonderd landbouw- verkeer;;;C1;;;Uitgezonderd;
C8;;;100 m;;;C8;;;;
C1;;;na 130 m i.v.m. weekmarkt wo 0730-2000 h za 0730-1900 h;;;C1;;;;
C7;;;"100 m;uitgezonderd ma t/m vr 06-19 h";;;C7;;;;
C1;;;Behalve voor fietsers en scootmobielers;;;C1;;;;
C1;;;Gesloten tussen 21.00 uur - 7.00 uur;;;C1;;;;
C1;;;kantoor;;;C1;;;;
C1;;;uitgezonderd werkverkeer Flevolandschap;;;C1;;;Uitgezonderd;
C12;;;Uitgezonderd verkeer met aantoonbare bestemming;;;C12;;;Uitgezonderd;
C2;;;uitgezonderd fietsers en bromfietsers;;;C2;;;Uitgezonderd;
C20;10;;na 1;"2 km;uitgezonderd";;C20;;;;
C6;;;M.U.V. Bestemingverkeer;;;C6;;;;
C2;;;"uitgezonderd;na 10 m";;;C2;;;"Uitgezonderd; lengte na; ";
C3;;;PRIVATE PARKING;;;C3;;;;
C7;;;uitgezonderd t.b.v.aanwonenden en exploiatie aanliggende percelen;;;C7;;;;
C7;;;Na 500mtr;;;C7;;;;
C12;;;"ma t/m vr 07.00-09.00 u 16.00-18.00u;uitgezonderd";;;C12;;;;
C2;;;"uitgezonderd;40 m";;;C2;;;Uitgezonderd;
C15;;;na 450m;;;C15;;;;
C12;;;"uitgezonderd;uitgezonderd bestemmingsverkeer;ma t/ m vr 7.00-9.00 uur";;;C12;;;;
C2;;;VERBODEN TOEGANG onleesbaar;;;C2;;;;
C1;;;"uitgezonderd;NA 50 M";;;C1;;;Uitgezonderd;
C2;;;Parkeren in de vakken;;;C2;;;vrije tekst;
C12;;;"met bestemming Oosterweg of Stenendijk na 500 m;uitgezonderd";;;C12;;;;
C3;;;bouwverkeer;;;C3;;;;
C11;;;"uitgezonderd bestemmingsverkeer;Zaterdag"; Zondag en Feestdagen van 9.00-20.00;;C11;;;;
C6;;;Uitgezonderd bestemmingsverkeer;;;C6;;;Uitgezonderd;
C1;;;"verboden toegang voor onbevoegden;verboden hier honden uit te laten";;;C1;;;verboden voor onbevoegden;
C2;;;ma t/m vr 07.00-09.00 en 16.00-19.00 uitgezonderd (brom-)fietsers en landbouwverkeer;;;C2;;;Uitgezonderd;
C7;;;"uitgezonderd bestemmingsverkeer;na 270 m";;;C7;;;;
C3;;;einde fietspad 50 m;;;C3;;;;
C6;;;"08.00-08.00 13.00-13.30 op werkdagen Uitgezonderd ontheffinhouders;Uitgezonderd ontheffinghouders";;;C6;;;;
C2;;;UITGEZONDERD HUURDERS;;;C2;;;Uitgezonderd;
C1;;;uitgezonderd (brom) fietsers en bestemmingsverkeer;;;C1;;;Uitgezonderd;
C2;;;"60m;uitgezonderd";;;C2;;;Uitgezonderd;
C3;;;(brom-) fietsers uitgezonderd;;;C3;;;;
C1;;;"uitgezonderd werkverkeer;Poort 24 BAAK";;;C1;;;Uitgezonderd;
C13;;;NA 50 METER UITGEZONDERD MA-ZA 8.00-13.00h UITGEZONDERD BEWONERS;;;C13;;;;
C7;;;na 50 mtr;;;C7;;;;
C2;;;"uitgezonderd;17.00-2.00 h uitgezonderd bewoners Achterweg 1-7";;;C2;;;Uitgezonderd;
C21;36;;;;;C21;;;;
C1;;;uitgezonderd mindervaliden en fietsers;;;C1;;;Uitgezonderd;
C7;;;"uitgezonderd 5.00 - 10.30;uitgezonderd 5.00 - 10.30 h";;;C7;;;;
C17;10;;uitgezonderd;;;C17;;;Uitgezonderd;
C12;;;Inrijden toegestaan tbv laden/lossen vrachtauto's ma t/m za van 7.00h tot 11.00h overige motorvoertuigen: alleen bestemmingsverkeer;;;C12;;;;
C8;;;na 300 meter uitgezonderd bestemmingsverkeer;;;C8;;;;
C3;;;"uitgezonderd;uitgezonderd verguninghouders";;;C3;;;;
C12;;;";;;";;;C12;;;;
C1;;;uitgezonderd bewoners en leveranciers;;;C1;;;Uitgezonderd;
C1;;;za. 5.30-15.00 h i.v.m. markt;;;C1;;;;
C3;;;Kiss&Ride;;;C3;;;;
C18;1.8;;15 M;;;C18;;;;
C1;;;"uitgezonderd bestemmingsverkeer;fietsen toegestaan snorfietsen niet";;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd;situatie gewijzigd";;;C3;;;;
C7;;;"uitgezonderd bestemmingsverkeer;Verboden voor bouwverkeer";;;C7;;;;
C1;;;"fietsers uitgezonderd;Honden aangelijnd";;;C1;;;Uitgezonderd;
C2;;;GELD NIET VOOR FIETSERS;;;C2;;;;
C17;12;;BETAALD PARKEREN PARKEREN IN DE VAKKEN KOOP DIRECT EEN KAARTJE BIJ DE PARKEERAUTOMAAT;;;C17;;;vrije tekst;
C15;;;200 m;;;C15;;;;
C18;2.2;;500 m;;;C18;;;;
C1;;;Tussen 0.00-6.00 h;;;C1;;;;
C7;;;Behouders bedienings- verkeer;;;C7;;;;
C21;45;;bruglengte 11;30 m;;C21;;;;
C3;;;"uitgezonderd;CONTAINER OPSTELPLAATS Niet parkeren op onleesbaar";;;C3;;;vrije tekst;
C1;;;UITGEZONDERD POLITIE-VOERTUIGEN;;;C1;;;Uitgezonderd;
C3;;;Hoger den 3;60 mtr.;;C3;;;;
