rvvCode; blackCode; zoneCode; textSigns;;;naam;blackCode;Zonebord;Soort onderbord;
C1;;;"uitgezonderd bestemmingsverkeer;Slecht wegdek";;;C1;;;Uitgezonderd;
C7;;;PARKEREN ALLEEN VOOR BEZOEKERS;;;C7;;;vrije tekst;
C1;;;uitgezenderd hulpdiensten;;;C1;;;;
C12;;;"na 75 m zandweg;uitgezonderd bestemmingsverkeer";;;C12;;;;
C7;;;uitgezonderd aanliggende percelen;;;C7;;;Uitgezonderd;
C19;3.1;;350 m;;;C19;;;;
C1;;;";;uitgezonderd";;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd;uitgezonderd onthoffinghouders";;;C2;;;Uitgezonderd;
C2;;;"uitgezonderd;ma. t/m vr. 07.00- 19.00 h";;;C2;;;Uitgezonderd;
C1;;;"uitgezonderd bestemmingsverkeer;uitgezonderd fietsers en hulpdiensten";;;C1;;;Uitgezonderd;
C3;;;heftrucks hebben voorrang;;;C3;;;;
C7;;;na 100 m;;;C7;;;;
C2;;;"Na 100 m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C12;;;uitgezonderd agrarisch verkeer en vergunninghouders;;;C12;;;;
C12;;;24-jul;;;C12;;;;
C13;;;slecht wegdek;;;C13;;;;
C1;;;M.U.V. BESTEMMINGS-VERKEER;;;C1;;;;
C7;;;Na 350 m.;;;C7;;;;
C2;;;alleen voor;;;C2;;;;
C6;;;uitgezonderd -en bestemmings- verkeer;;;C6;;;;
C21;3;;"NA 400 m;uitgezonderd";;;C21;;;;
C1;;;herhaling;;;C1;;;;
C2;;;"80m;uitgezonderd";;;C2;;;Uitgezonderd;
C3;;;m. u. v. (brom)fietsers;;;C3;;;;
C3;;;''Parkeerlus'' van Ma t/m Vr 07.00 tot 09.00 uur 12.30 tot 15.300 uur Vrijhouden voor Taxibus!;;;C3;;;vrije tekst;
C12;;;Fietsers toegestaan;;;C12;;;;
C2;;;uitgezonderd ontheffinghouders;;;C2;;;Uitgezonderd;
C2;;;"uitgezonderd;30 min. na sluiting sluit het parkeerterrein";;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;NA 150 m;;;C7;;;;
C1;;;m.u.v. voertuigen mot evenementen ontheffing;;;C1;;;;
C2;;;na 20 m;;;C2;;;;
C2;;;"uitgezonderd;na 150 m";;;C2;;;"Uitgezonderd; lengte na; ";
C12;;;Onleesbaar;;;C12;;;;
C19;3.6;;"270 m;Parkeervergunningen zijn niet geldig van 12";00 tot 17;00h;C19;;;vrije tekst;
C6;;;100 m landbouw - verkeer uitgezonderd;;;C6;;;;
C6;;;900m;;;C6;;;;
C2;;;na 10 m.;;;C2;;;;
C2;;;inrit volgende slagboom;;;C2;;;inrit;
C2;;;Verkeerssituatie gewijzigd;;;C2;;;;
C2;;;geldt alleen tijdens openingstijden;;;C2;;;;
C12;;;op werkdagen van 06.00 - 09.00 h. en van 15.00 - 19.00 h. m.u.v. bestemmingsverkeer;;;C12;;;;
C2;;;MOSA FABRIEKS-TERREIN EIGEN WEG;;;C2;;;eigen weg;
C12;;;"uitgezonderd;uitgezonderd bewoners IJzerenkuilenweg 21 en 23";;;C12;;;;
C1;;;Parkeren uitsluitend voor militaire voertuigen;;;C1;;;vrije tekst;
C12;;;"M.u.v. houders van :-invalide P-kaart Gem. ontheffingen -invalidenvoertuigen;uitgezonderd";;;C12;;;;
C15;;;bromfietsers oversteken;;;C15;;;;
C2;;;uitgezonderd onleesbaar;;;C2;;;Uitgezonderd;
C12;;;Uitgezonderd Landbouw- voertuigen;;;C12;;;Uitgezonderd;
C4;L;;Uitgezonderd fietsers en uitvaartstoet;;;C4;;;;
C13;;;"uitgezonderd bestemmingsverkeer;500 m";;;C13;;;;
C1;;;"uitgezonderd;Landbouwvoertuigen zonder ontheffing via bussluis Munnikenweg;lijnbussen en ontheffinghouders";;;C1;;;Uitgezonderd;
C12;;;uitgezonderd;;;C12;;;Uitgezonderd;
C18;3.3;;;;;C18;;;;
C6;;;ma. - vr. 7-9h en 16-18 h uitgezonderd bestemmingsverkoer;;;C6;;;;
C3;;;na 50 mtr.;;;C3;;;;
C12;;;"let op ! TRACTORSLUIS OBSTAKEL;uitgezonderd";;;C12;;;;
C12;;;Uitgezonderd t.b.v. aanwonenden en exloitatie aanliggende percelen;;;C12;;;;
C1;;;UITGEZONDERD BESTEMMINGS-VERKEER T.B.V. DEKKERLAAN 57;;;C1;;;Uitgezonderd;
C7;;;850m;;;C7;;;;
C7(Zone);;;uitgezonderd bestemmingsverkeer;;;C7(Zone);;;Uitgezonderd;
C7;;;900 m;;;C7;;;;
C6;;;"uitgezonderd;ma t/m vr 16.00 - 18.39 m.u.v. landbouwvoertuigen;na 375 m";;;C6;;;;
C12;;;"uitgezonderd bestemmingsverkeer;250 m";;;C12;;;;
C18;2.2;;"na 250 m.;Doorgaand vracht - verkeer gestremd. Fam.Woudstra Riensleat 1 bereikbaar";;;C18;;;afsluiting doorgaand verkeer, uitzondering, lengte na;
C12;;;uitgezonderd aanwonenden en landbouwverkeer;;;C12;;;;
C2;;;";Bromfiets+snorfiets";;;C2;;;;
C7;;;Uitgezonderd ophalen/brangen van personen/goerderen;;;C7;;;;
C19;3.6;;400 m;;;C19;;;;
C7;;;20 m;;;C7;;;;
C2;;;NA 40 METER uitgezonderd fietsers;;;C2;;;"Uitgezonderd; lengte na; ";
C2;;;"uitgezonderd;30m";;;C2;;;Uitgezonderd;
C12;;;na 320 m;;;C12;;;;
C2;;;uitgezonderd KLM sleepdienst;;;C2;;;Uitgezonderd;
C1;;;"uitgezonderd;Even naar buiten? Blijf op afstand! 1";5 METER samankunnenweditaan;;C1;;;Uitgezonderd;
C3;;;uitgezonderd hulpdiensten (brom)fietsers;;;C3;;;;
C2;;;NA 3 m;;;C2;;;;
C1;;;UITGEZONDERD FIETSERS EN BESTEMMINGSVERKEER;;;C1;;;Uitgezonderd;
C7;;;uitgezonderd aantoonbaar bestemmingsverkeer Tuinen van Mollenburg;;;C7;;;;
C19;3.2;;1;4 km;;C19;;;;
C1;;;"honden- losloopgebied;Geen toegang met meer dan drie honden per begeleider";;;C1;;;;
C1;;;"uitgezonderd fietsers;uitgezonderd bevoorrading ROC en zwembad";;;C1;;;Uitgezonderd;
C1;;;uitgezonderd invaliden-voertuigen;;;C1;;;Uitgezonderd;
C16;;;camerabewaking;;;C16;;;;
C3;;;Na schooltijd uitsluitend toegankelijk voor kinderen t/m 12 jr. Verboden te voetballen Verboden toegang art. 461 wetb. v. strafrecht;;;C3;;;uitsluitend;
C2;;;"uitgezonderd;na 50 m.";;;C2;;;"Uitgezonderd; lengte na; ";
C2;;;na 100m;;;C2;;;;
C12;;;Tussen zonsondergang en zonsopkomst uitgezonderd bestemmingsverkeer;;;C12;;;Uitgezonderd, Zonsopkomst tot zonsondergang;
C12;;;na 700 m;;;C12;;;;
C1;;;vanaf 18.00 u tot 10.00 u;;;C1;;;;
C21;30;;Alleen bestemd voor bewoners en bezoekers woonbron en gezondheids- centrum;;;C21;;;;
C7;;;Na 250 m bestemming de Koog;;;C7;;;;
C1;;;m.u.v. bestemmings-verkeer;;;C1;;;;
C1;;;UITSLUITEND BESTEMMINGS VERKEER;;;C1;;;uitsluitend;
C1;;;uitgezonderd bus/taxi;;;C1;;;Uitgezonderd;
C7;;;uitgezonderd bestemmings-verkeer Heensdijk;;;C7;;;;
C1;;;"bij groen licht een motorvoertuig;uitgezonderd lijbussen en ontheeffinghouders;cameratoezicht";;;C1;;;Uitgezonderd;
C12;;;na 550 m;;;C12;;;;
C7;;;11-07 h;;;C7;;;;
C17;10;;slecht wegdek;;;C17;;;;
C1;;;"Onleesbaar;Onleesbaar;Onleesbaar";;;C1;;;;
C2;;;uitrit;;;C2;;;;
C20;5;;na 120 m;;;C20;;;;
C19;3.2;;100 m;;;C19;;;;
C12;;;uitgezonderd aanwonenden en exploitatie t.b.v. aanliggende percelen;;;C12;;;;
C1;;;uitgezonderd aanwonenden en bedienend verkeer;;;C1;;;Uitgezonderd;
C2;;;priveterrein;;;C2;;;;
C13;;;uitgezonderd bestemmings- verkeer en invaliden;;;C13;;;;
C19;2.8;;"parkeren alleen voor vergunning- houders;alleen in de vakken";;;C19;;;vrije tekst;
C2;;;Na 25 m;;;C2;;;;
C2;;;"uitgezonderd;onleesbaar";;;C2;;;Uitgezonderd;
C1;;;Uitgezonderd hulpdiensten;;;C1;;;Uitgezonderd;
C12;;;"uitgezonderd;slechte weg";;;C12;;;;
C19;19;;;;;C19;;;;
C12;;;"500 m;uitgezonderd";;;C12;;;;
C15;;;lichten aan;;;C15;;;;
C1;;;"uitgezonderd;m.u.v. ontheffing en laden/lossen 07.00 tot 12.00 h";;;C1;;;Uitgezonderd;
C2;;;"Verkeerssituatie Gewijzigd;uitgezonderd";;;C2;;;Uitgezonderd;
C2;;;"uitgezonderd;Na 50 meter";;;C2;;;"Uitgezonderd; lengte na; ";
C1;;;behalve fietsers en bestemmingsverkeer no 35;;;C1;;;;
C3;;;"wegsleepregeling van kracht;PARKEREN OP DIT TERREIN GESCHIEDT OP EIGEN RISICO";;;C3;;;vrije tekst;
C19;2.5;;na 50m;;;C19;;;;
C6;;;500 m;;;C6;;;;
C12;;;"25 m;uitgezonderd ontheffings-houders";;;C12;;;;
C1;;;Verboden toegang via deze zijde;;;C1;;;;
C12;;;uitgezonderd houders invalideparkeerkaart laden en lossen;;;C12;;;vrije tekst;
C8;;;onleesbaar;;;C8;;;;
C19;3.75;;NA 500 m;;;C19;;;;
C1;;;uitgezonderd bus vrachtverkeer t.b.v. Aanmersterrein Schiphol;;;C1;;;Uitgezonderd;
C12;;;"ma t/m vr 8-9 en 14-16 h;Uitgezonderd taxi's";;;C12;;;;
C1;;;";Uitsluitend parkeren medewerkers en bezoekers Trigonium.wegsleepregeling van toepassing;Onrechtmatig parkeren is wielklm riskeren!";;;C1;;;vrije tekst;
C2;;;"uitgezonderd;50m";;;C2;;;Uitgezonderd;
C3;;;"wegsleepregeling van kracht;uitgezonderd bezoekers bioscoop";;;C3;;;;
C1;;;"uitgezonderd;uitgezonderd lijnbussen";;;C1;;;Uitgezonderd;
C7;;;uitgezonderd aantoonbaar bestemmingsverkeer;;;C7;;;Uitgezonderd;
C2;;;uitgezonderd 19.00-08.00 h;;;C2;;;Uitgezonderd;
C3;;;ma t/m vr 8-16 h;;;C3;;;;
C1;;;"uitgezonderd lijnbussen;na 30 m";;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd;fietsstraat toegestaan";;;C3;;;;
C19;4;;150 m;;;C19;;;;
C12;;;"UITGEZONDERD LIJNDIENSTEN;100m";;;C12;;;;
C12;;;UITGEZONDERD FIETSERS EN BROMFIETSERS;;;C12;;;;
C21;40;;80 m;;;C21;;;;
C12;;;uitgezonderd hotelgasten en invaliden;;;C12;;;;
C1;;;uitgezonderd AMBULANCES noodhulp;;;C1;;;Uitgezonderd;
C12;;;m.u.v. exploitatle- en landbouwverkeer;;;C12;;;;
C2;;;UITRIT VERBODEN TE PARKEREN;;;C2;;;vrije tekst;
C1;;;"uitgezonderd;140 m";;;C1;;;Uitgezonderd;
C1;;;"uitgezonderd lijnbussen;na 50 m";;;C1;;;Uitgezonderd;
C3;;;wegen in eerste aanleg onverlichte obstakels;;;C3;;;;
C21;30;;bruglengte 7;50 m;;C21;;;;
C2;;;"50m;uitgezonderd;Brug open Motor uit";;;C2;;;Uitgezonderd;
C1;;;"uitgezonderd;Verboden toegangArt.461 Wvs bij openen brug en sluiten slagbomen";;;C1;;;Uitgezonderd;
C1;;;uitgezonderd bouwverkeer stadswinkel;;;C1;;;Uitgezonderd;
C2;;;Allen parkeren GAMMA bezoekers;;;C2;;;vrije tekst;
C12;;;tussen zonsondergang en zonsopkomst uitgezonderd agrarisch bestemmingsverkeer;;;C12;;;Uitgezonderd, Zonsopkomst tot zonsondergang;
C20;10;;Max. totaalgewicht 27 ton;;;C20;;;;
C21;4.5;;400 m;;;C21;;;;
C21;4.8;;;;;C21;;;;
C12;;;inhalen toegestaan;;;C12;;;;
C12;;;"200 m;uitgezonderd ten behoeve van aanwonenden Adelaarsweg 7";10;11 en 14;C12;;;;
C14;;;uitgezonderd bestemmingsverkeer;;;C14;;;Uitgezonderd;
C20;1;;50 m;;;C20;;;;
C2;;;uitgezonderd laad/los verkeer;;;C2;;;Uitgezonderd;
C12;;;";verboden vuil te storten";;;C12;;;;
C7;;;camerabewaking aanwezig;;;C7;;;;
C3;;;"uitgezonderd;5182";;;C3;;;;
C17;10;;Inrijden bouwverkeer Hazenberg verboden;;;C17;;;;
C12;;;"zondag 0.00-24.00 h;uitgezonderd aanwonenden";;;C12;;;;
C3;;;"Maximaal 15 minuten parkeren;PRIVETERREIN Uitsluitend bezoekers apotheek";;;C3;;;vrije tekst;
C15;;;VERBODEN VOOR ONBEVOEGDEN;;;C15;;;;
C15;;;uitgezonderd bestemmingsverkeer;;;C15;;;Uitgezonderd;
C2;;;"HOTELGASTEN IN-EN UITCHECKEN;uitgezonderd";;;C2;;;Uitgezonderd;
C6;;;ma t/m vr 7.30-9.15 h;;;C6;;;;
C1;;;Uitgezonderd Zaterdag- Zondag;;;C1;;;Uitgezonderd;
C3;;;EIGEN TERREIN verboden voor vrachtauto's;;;C3;;;;
C5;;;Parkeren bezoekers;;;C5;;;vrije tekst;
C6;;;"UITGEZONDERD BESTEMMINGS- VERKEER;uitgezonderd bestemmingsverkeer";;;C6;;;;
C3;;;"Donderdag 18:00 t/m vrijdag 12:00 uur;CAMERABEWAKING";;;C3;;;;
C12;;;Uitgezonderd verzorgend verkeer;;;C12;;;;
C7;;;3;5t UITGEZONDERD PLAATSELIJKE BEDIENING EN LANDBOUWVOERTUIGEN;;C7;;;;
C2;;;"uitgezonderd;Het is ditgebied verboden alcoholhoudende drank te buttigen"; of aangebroken fiessen.blikjes en dergelijke met alcoholhoudende drank; bij zich te hebben.;C2;;;Uitgezonderd;
C1;;;"uitgezonderd;laden/lossen toegestaan op ma t/m vr van 7.00-12.00 uur za van 7.00-10.00 uur";;;C1;;;Uitgezonderd;
C2;;;"uitgezonderd;Brug Open Motor af";;;C2;;;Uitgezonderd;
C21;45;;bruglengte 21;40 m;;C21;;;;
C7;;;"na 100 m;langer dan 10 m";;;C7;;;;
C17;14;;;;;C17;;;;
C12;;;m.u.v. fietsers; landbouw- en vrachtverkeer;;C12;;;;
C2;;;uitgezonderd vrachtwagen;;;C2;;;Uitgezonderd;
C12;;;uitgezonderd landbouwverkeer ontheffinghouders;;;C12;;;;
C12;;;GELDT NIET VOOR VERKEER AANWONENDEN EN ;; HOF VAN MILLINGEN '';C12;;;;
C20;2.5;;Geen toegang met meer dan drie honden per begeleider;;;C20;;;;
C7(Zone);;;Uitgezonderd 06:00-22:00;;;C7(Zone);;;;
C3;;;"uitgezonderd;PARKEREN T.B.V. AANMELDEN";;;C3;;;vrije tekst;
C1;;;uitgezonderd laden/lossen ma. t/m za. 07.00-17.00h;;;C1;;;Uitgezonderd;
C18;2.3;;uitgezonderd werkverkeer sanering oosterdijk;;;C18;;;;
C12;;;uitgezonderd t.b.v. aanwonenden;;;C12;;;Uitgezonderd;
C18;2.3;;400 m;;;C18;;;;
C1;;;Uitgezonderd lijnbussen en ontheffing- houders;;;C1;;;Uitgezonderd;
C7;;;maximale breedte 2 meter;;;C7;;;;
C1;;;"07.00-09.00 h;uitgezonderd";;;C1;;;Uitgezonderd;
C3;;;"na 90 m;uitgezonderd";;;C3;;;Uitgezonderd;
C6;;;vrachtauto's via Hantum;;;C6;;;;
C1;;;UITGEZONDERD ROUWSTOETEN;;;C1;;;Uitgezonderd;
C8;;;geldt niet voor verkeer ten behoeve van aanliggende percelen;;;C8;;;;
C3;;;"ma t/m do 08.00-18.00 h vr 08.00-20.00 h za 08.00-16.00 h;uitgezonderd";;;C3;;;;
C1;;;uitgezonderd t.b.v. exploitatie aanliggende percelen;;;C1;;;Uitgezonderd;
C21;43;;;;;C21;;;;
C2;;;uitgezonderd eigen dienst;;;C2;;;Uitgezonderd;
C3;;;W.S.V. 's-Gravenzande;;;C3;;;;
C1;;;uÄ±tgezonderd laden / lossen Lidl;;;C1;;;;
C2;;;aanwonenden uitgezonderd;;;C2;;;Uitgezonderd;
C3;;;CAMERABEVEILIGING;;;C3;;;;
C3;;;uitsluitend in de vakken;;;C3;;;uitsluitend;
C3;;;fietsers toegestaan uitgezonderd maandag t/m zaterdag van 09.00-18.00 uur en op koopvond en koopzondag;;;C3;;;;
C1;;;snorfietsers verboden;;;C1;;;;
C6;;;Niet voor aanwonenden;;;C6;;;;
C2;;;M.U.V (brom)fietsers;;;C2;;;;
C1;;;"Uitgezonderd lijnbussen en trams;";;;C1;;;Uitgezonderd;
C4;R;;"uitgezonderd;Zakje na gebruik in afvalbak Voorkom ergenis en ruim op!";;;C4;;;;
C3;;;BETREDEN OP EIGEN RISICO onleesbaar;;;C3;;;;
C7b;;;LANGER DAN 10 METER;;;C7b;;;;
C2;;;m.u.v werkkeer;;;C2;;;;
C7(Zone);;;herhaling;;;C7(Zone);;;;
C1;;;uitgezonderd lijnbussen;taxi's en bedrijfsleveranciers;;C1;;;Uitgezonderd;
C2;;;verboden in te rijd n m.u.v. bevoorradings-verkeer;;;C2;;;;
C19;3.9;;";Huisnr. 113-175 bereikbaar";;;C19;;;;
C17;16.5;;;;;C17;;;;
C1;;;"uitgezonderd bestemmingsverkeer;;";;;C1;;;Uitgezonderd;
C6;;;na 120 m;;;C6;;;;
C12;;;uitgezonderd werkverkeer De Banen;;;C12;;;;
C2;;;";1";5 km;;C2;;;;
C12;;;Let op! eerste weg links af;;;C12;;;;
C21;2.5;;camera- bewaking;;;C21;;;;
C7;;;Na 350 meter;;;C7;;;;
C21;3.5;;LET OP! Dit terrein wordt 24 uur per dag bewaakt! videobewaking;;;C21;;;;
C12;;;"Schooldagen ma t/m vr 08-16 h;150 m";;;C12;;;;
C20;14.4;;;;;C20;;;;
C2;;;"na 900m;uitgezonderd";;;C2;;;"Uitgezonderd; lengte na; ";
C1;;;uitgezonderd tractoren en brommobielen;;;C1;;;Uitgezonderd;
C19;3.6;;na 150 m;;;C19;;;;
C16;;;slagboom sluit na leder voertuig;;;C16;;;;
C3;;;"uitgezonderd;uitsluitend toegang leveranciers en halen/brengen";;;C3;;;uitsluitend;
C1;;;BEHALVE VERZORSINSSVERKEER MAX. SNELHEID 5 KM P/U;;;C1;;;;
C2;;;"ma t/m vr  8 - 17 h;uitgezonderd";;;C2;;;Uitgezonderd;
C19;3.3;;na 100 m;;;C19;;;;
C20;10;;max. 30 t;;;C20;;;;
C20;1;;max. totaal gewicht 20 t;;;C20;;;;
C1;;;uitgezonderd huisvuilwagens;;;C1;;;Uitgezonderd;
C4;L;;"AANBIEDPLAATS MINICONTAINERS NIET PARKEREN Ma. -Di. 7.00-16.00 u;Ma.-Di. 7.00-16.00 u.";;;C4;;;vrije tekst;
C2;;;Vrachtverkeer laboratorium toegestaan;;;C2;;;;
C2;;;"100 m;uitgezonderd;uitgezonderd";;;C2;;;Uitgezonderd;
C21;;;verboden toegang voor voertuigen zwaarder dan 2;5t;;C21;;;;
C2;;;"wegsleepregeling van kracht;parkeren verboden voor onbevoegden";;;C2;;;vrije tekst;
C6;;;Uitgezonderd ontherffingshouders 150 m;;;C6;;;;
C7;;;na 40 m;;;C7;;;;
C21;10;;beweegbaar obstakel;;;C21;;;;
C2;;;m.u.v. Marechaussee en hulpdiensten;;;C2;;;;
C1;;;Uitgezonderd Aanwonenden en Fietsers;;;C1;;;Uitgezonderd;
C3;;;"uitgezonderd;wegsleepregeling van kracht";;;C3;;;;
C4;L;;GELDT NIET VOOR FIETSERS EN BROMFIETERS;;;C4;;;;
C2;;;uitgezonderd voertuigen DSB/Vegen en HMS;;;C2;;;Uitgezonderd;
C7;;;"na 300 m;uitgezonderd";;;C7;;;;
C17;15;;na 100 m;;;C17;;;;
C2;;;"uitgezonderd;uitgezonderd huisvuil ophaaldiensten";;;C2;;;Uitgezonderd;
C4;;;Werkverkeer;;;C4;;;;
C12;;;"EN AANWONENDEN;uitgezonderd";;;C12;;;;
C7(Zone);;;"na 650 m;uitgezonderd met ontheffing afdeling vergunningen 14 020";;;C7(Zone);;;;
C15;;;Geldt niet van ma t/m vrij van 08:00 - 18:00 h;;;C15;;;;
C12;;;UITGEZONDERD aanwonenden Rijnzichtlaan Stationsweg;;;C12;;;;
C7;;;M. U. V. BESTEMMINGS VERKEER;;;C7;;;;
C1;;;"wegsleepregeling van kracht;i.v.m markt op woensdagen 02.00-14.00 h";;;C1;;;;
C15;;;Betreden kasteelterrein op eigen risico;;;C15;;;;
C20;1.3;;;;;C20;;;;
C7;;;"geldt voor langer dan 6 m;Parkeren";;;C7;;;vrije tekst;
C12;;;"Speelterrein;m.u.v. bestemmings-verkeer";;;C12;;;;
C1;;;bestemmingsverkeer (fig. tractor) uitgezonderd;;;C1;;;Uitgezonderd;
C3;;;na 60 m;;;C3;;;;
C15;;;na 100m Tankstation bereikbaar;;;C15;;;;
C6;;;geldt niet voor verkeer ten behoeve van aanliggende percelen;;;C6;;;;
C8;;;ma t/m vr 07.00 - 10.00 uur 15.00 - 19.00 uur;;;C8;;;;
C12;;;"uitgezonderd bestemmingsverkeer;750 m";;;C12;;;;
C7;;;Na 140 mtr;;;C7;;;;
C6;;;UITGEZONDERD LADEN EN LOSSEN;;;C6;;;Uitgezonderd;
C12;;;uitgezonderd exploitatie percelen en;;;C12;;;;
C1;;;Geldt ook voor Mil voertuigen;;;C1;;;;
C1;;;"UITGEZONDERD LIJNDIENST BUSSEN;MAXIMALE DOORRIJHOOGTE";;;C1;;;Uitgezonderd;
C1;;;uitgezonderd expeditie Dirk;;;C1;;;Uitgezonderd;
C21;35;;"200m;Brug Heike www.eersel.nl";;;C21;;;;
C7;;;uitgezonderd bestemmings- verkeer en lijndiensten;;;C7;;;;
C21;3.5;;STAPVOETS RIJDEN;;;C21;;;;
C7(Zone);;;bestemingsverkeer toegestaan;;;C7(Zone);;;;
C12;;;";75 m";;;C12;;;;
C12;;;";geen doorgaande verharde weg";;;C12;;;vrije tekst;
C1;;;Verboden toegang voor onbevoegden art. 461 wetb. van strafrecht;;;C1;;;verboden voor onbevoegden;
C7;;;EXPEDITIE;;;C7;;;;
C3;;;m.u.v. de laatste 50 m.;;;C3;;;;
C1;;;"van zonsondergang tot zonsopgang;Geen toegang met meer dan drie honden per begeleider";;;C1;;;;Zonsopkomst tot zonsondergang
C18;1.85;;;;;C18;;;;
C2;;;na 50 meter;;;C2;;;;
C1;;;uitsluitend bewoners;;;C1;;;uitsluitend;
C12;;;80 m;;;C12;;;;
C1;;;m.u.v bewoners en bezoekers Gen.Chasselaan;;;C1;;;;
C1;;;uitgezonderd bedieningsverkeer tot een maximum gewicht van 4 ton;;;C1;;;Uitgezonderd;
C1;;;tussen zonsondergang en zonsopgang;;;C1;;;;Zonsopkomst tot zonsondergang
C12;;;uitsluitend bestemmingsverkeer;;;C12;;;uitsluitend;
C3;;;PRIVE TERREIN parkeren op eigen risico;;;C3;;;vrije tekst;
C19;;;na 200 m;;;C19;;;;
C18;2;3;;;;C18;;;;
C17;12;;NA 250 m;;;C17;;;;
C1;;;Wel in beplanting;;;C1;;;;
C2;;;"uitgezonderd;vergunninghouders permit holders Parkausweis-Inhaber";;;C2;;;Uitgezonderd;
C21;10;;Na 300 mtr.;;;C21;;;;
C15;;;(brom)fietsers afstappen;;;C15;;;;
C1;;;Uitgezonderd dienstvoertuigen Politie;;;C1;;;Uitgezonderd;
C3;;;parkeren verboden tussen 08.00-09.00 uur en 14.00-15.30 uur;;;C3;;;vrije tekst;
C12;;;"100 m;landbouwverkeer toegestaan";;;C12;;;;
C19;3.4;;1 km;;;C19;;;;
C2;;;"NA 250 M;UITGEZONDERD (BROM)FIETSERS";;;C2;;;"Uitgezonderd; lengte na; ";
C7;;;Kom Nijnsel na 500 meter;;;C7;;;;
C20;1.25;;;;;C20;;;;
C6;;;alleen parkeren voor auto's met trailer;;;C6;;;vrije tekst;
C7;;;uitgezonderd leveranciers lidl;;;C7;;;;
C7;;;MAX.20 TON;;;C7;;;;
C20;7.5;;wegsleepregeling van kracht;;;C20;;;;
C19;2.9;;na 800 m;;;C19;;;;
C7;;;na 100 m.;;;C7;;;;
C1;;;M..u.v. Lijndiensten;;;C1;;;;
C6;;;"ma t/m vr 06.00-09.00 h 16.00-19.00 h uitgezonderd landbouw- en bestemmingsverkeer;uitgezonderd";;;C6;;;;
C12;;;"ma t/m vr 16 -18.30 h;na 500 m;m.u.v. ontheffing- houders";;;C12;;;;
C2;;;"uitgezonderd;uitgezonderd;uitgezonderd";;;C2;;;Uitgezonderd;
C6;;;''uitgezonderd laden/lossen'';;;C6;;;;
C12;;;NA 1250 METER;;;C12;;;;
C3;;;EIGEN TERREIN art.46 van het burgerlijk wegdek;;;C3;;;;
C3;;;"wegsleepregeling van kracht;uitsluitend bewoners Van Galenstraat 102-226";;;C3;;;uitsluitend;
C2;;;camerabewaking;;;C2;;;;
C12;;;na 1000 m;;;C12;;;;
C17;1.5;;E;;;C17;;;;
C20;1.2;;;;;C20;;;;
C2;;;OVER 25 M.;;;C2;;;;
C3;;;Geldt niet voor fietsers.;;;C3;;;;
C3;;;UITGEZONDERD BROMFIETSERS;;;C3;;;;
C7;;;Uitgezonderd Bewoners;;;C7;;;Uitgezonderd;
C7;;;"drempels;honden aan de lijn";;;C7;;;;
C19;2.3;;;;;C19;;;;
C7;;;uitgezonderd laden en lossen tussen 05.00 en 11.00 h;;;C7;;;;
C7(Zone);;;bestemmingverkeer toegestaan;;;C7(Zone);;;;
C20;1;;i.v.m. leidingtracÃ©;;;C20;;;;
C17;9.4;;;;;C17;;;;
C1;;;";uitgezonderd en ontheffing- houders";;;C1;;;Uitgezonderd;
C7;;;JUMBO;;;C7;;;;
C12;;;uitgezonderd lijnbussen;;;C12;;;Uitgezonderd;
C7;;;uitgezonderd v nni uders;;;C7;;;;
C18;2.3;;na 150 m;;;C18;;;;
C1;;;m.u.v. LIJNDIENST BUSSEN;;;C1;;;;
C12;;;"uitgezonderd bestemmingsverkeer;40 m";;;C12;;;;
C18;2.3;;uitgezonderd landbouwverkeer;;;C18;;;Uitgezonderd;
C1;;;";M.U.V BEWONERS NRS 3T/M11";;;C1;;;;
C21;30;;2;4km;;C21;;;;
C7;;;na 2;"5km;BOUWLOCATIE SPAARNE BUITEN NIET BEREIKBAAR";;C7;;;;
C12;;;zaterdag 12-7 h;;;C12;;;;
C1;;;Ma vab 18.00 TOT Di 15.00 h;;;C1;;;;
C1;;;uitgezonderd fietsers; ontheffinghouders en bevoorradingsverkeer;;C1;;;Uitgezonderd;
C1;;;ALLEEN PARKEREN IN DE VAKKEN.UITSLUITEND VOOR BEWONERS;;;C1;;;vrije tekst;
C6;;;Van zonsondergang tot zonsopgang;;;C6;;;;Zonsopkomst tot zonsondergang
C7;;;Achteruit inparkeren verplicht;;;C7;;;vrije tekst;
C19;2.55;;Na 50 meter;;;C19;;;;
C21;9;;100 m;;;C21;;;;
C2;;;"uitgezonderd;UITGEZONDERD Fietsen dagelijks 24 uur  Laden & lossen ma. t/m za. 07.00-13.00 uur  Houders gehandicapten ma. t/m za. 07.00-13.00 uur parkeerkaart Bewoners  ma. t/m za. 07.00-13.00 uur";;;C2;;;Uitgezonderd;
C12;;;"uitgezonderd bestemmingsverkeer;ma t/m r 7.00 -9.00 h;500 m";;;C12;;;;
C11;;;Uitgezonderd Zuiderdijk 50-52;;;C11;;;;
C18;;;doorrijden tot stopstreep;;;C18;;;;
C3;;;"uitgezonderd;Parkeren in de vakken";;;C3;;;vrije tekst;
C3;;;"voor vrachtverkeer;uitgezonderd";;;C3;;;;
