D4;;;Brom Snofietsers;;;;;;;;;;
D4;;;alleen voor vrachtverkeer;;;;;;;;;;
D5;L;;"uitgezonderd;uitgezonderd bestemmingsverkeer Prinsenstichting";;;;;;;;;;
D5;L;;";en brommobielen";;;;;;;;;;
D2;Unknown;;;;;;;;;;;;
D6;L;;"ma-vrij 7-9 h;";;;;;;;;;;
D5;R;;"uitgezonderd;uitgezonderd aantoonbare bestemming";;;;;;;;;;
D5;L;;uitgezonderd bouwverkeer;;;;;;;;;;
D5;;;";";;;;;;;;;;
D4;;;Uitgezonderd aanwonenden;;;;;;;;;;
D6;R;;"uitgezonderd;uitgezonderd bestemmingsverkeer";;;;;;;;;;
D4;;;";uitgezonderd reinigingsdienst & bezoekers Bodestraat 3";;;;;;;;;;
D4;;;Let op! verkeerssituatie gewijzigd.;;;;;;;;;;
D5;L;;"uitgezonderd bestemmingsverkeer;Winkels bereikbaar";;;;;;;;;;
D2;R;;Slagboom sluit na ieder voertuig;;;;;;;;;;
D4;;;"uitgezonderd;bestemmingsverkeer hannekemaaierweg Benedenrijweg nr.435 en autobussen -lijndiensten;ma t/m vr 7.00-9.00 h";;;;;;;;;;
D4;;;uitgezonderd TENNET;;;;;;;;;;
D6;L;;"uitgezonderd lijnbussen;";;;;;;;;;;
D5;;;";uitgezonderd bestemmingsverkeer";;;;;;;;;;
D2;R;;"Barrier closes after every car;De slagboom sluit na iedere auto";;;;;;;;;;
D1;;;Let op! verhoogde baanscheiding;;;;;;;;;;
D4;;;"uitgezonderd bestemmingsverkeer;uitgezonderd";;;;;;;;;;
D5;R;;M.u.v. lijndiensten en voertuigen met ontheffing;;;;;;;;;;
D2;R;;let op 1 auto per keer;;;;;;;;;;
D5;L;;Uitgezonderd ambulances;;;;;;;;;;
D5;R;;Uitgezonderd vergunningshouders;;;;;;;;;;
D5;L;;doorgaand landbouwverkeer;;;;;;;;;;
D5;R;;uitgezonderd lijnbussen taxi's en ( brom )fietsers;;;;;;;;;;
D5;L;;uitgezonderd ontheffinghouders;;;;;;;;;;
D5;R;;Park the truck and go to the office;;;;;;;;;;
D6;R;;150m;;;;;;;;;;
D1;;;2;5km;;;;;;;;;
D6;R;;Alleen voor voertuigen langer dan 11m;;;;;;;;;;
D6;L;;"ma t/m vr 8.20-8.50h 14.30-15.00 h;uitgezonderd;Woe 8.20-8.50 h 12.15-12.45 h";;;;;;;;;;
D7;;;m.u.v. brandweer;;;;;;;;;;
D4;;;uitgezonderd lijnbussen bestemmingsverkeer nrs. 5 t/m 19;;;;;;;;;;
D2;;;;;;;;;;;;;
D5;R;;Bouwverkeer;;;;;;;;;;
D4;;;uitgezonderd ontheffinghouders voertuigreglement;;;;;;;;;;
D5;R;;";uitgezonderd";;;;;;;;;;
D5;;;;;;;;;;;;;
D7;;;m.u.v. strooiwagens;;;;;;;;;;
D4;;;uitgezonderd bevoorrading;;;;;;;;;;
D5;L;;"uitgezonderd bestemmings- en landbouwverkeer;doorrijden toegestaan voor verkoop aardappels Abbekindersezandweg 4";;;;;;;;;;
D6;R;;"uitgezonderd;en bestemmingsverkeer";;;;;;;;;;
D6;R;;"uitgezonderd;ma t/m vr 08.10-08.40 h en 15.00-15.30 h (uitgezonderd wo);Schoolstraat";;;;;;;;;;
D4;;;Poedermakerij eerst keren via T6;;;;;;;;;;
D7;;;onleesbaar;;;;;;;;;;
D6;L;;"uitgezonderd;Situatie gewijzigd";;;;;;;;;;
D4;;;MIL VTGN;;;;;;;;;;
D4;;;UITGEZONDERD BROMFIETSERS;;;;;;;;;;
D6;R;;uitgezonderd ontheffinghouders;;;;;;;;;;
D4;;;langer dan 10m.;;;;;;;;;;
D4;;;"uitgezonderd;uitgezonderd brommobielen";;;;;;;;;;
D6;L;;Geldt alleen voor achtwagens;;;;;;;;;;
D5;R;;langer dan 10m;;;;;;;;;;
D5;R;;"ma t/ m vr 8.15-8.45h 14.00-14.30h;uitgezonderd";;;;;;;;;;
D4;;;Let op! Kereri via trambaan levensgevaarlijk;;;;;;;;;;
D4;;;"ma. t/m vr. 08.00-16.00 h;uitgezonderd";;;;;;;;;;
D4;;;ma t/m vr 8.00-9.00 h;;;;;;;;;;
D5;L;;langer dan 6 meter;;;;;;;;;;
D1;;;sbo De Oase uitsluitend kork parkeren halen en brengen;;;;;;;;;;
D6;R;;LET OP! Verkeerssituatie gewijzigd;;;;;;;;;;
D2;R;;EIGEN TERREIN;;;;;;;;;;
D6;R;;uitgezonderd ontheffing- houders (brom)fietsers;;;;;;;;;;
D4;;;"uitsluitend van ma t/m vr tussen 1.00 en 18.00 h;uitgezonderd bestemmingsverkeer";;;;;;;;;;
D6;L;;Sportpark Winsum Marenland/ Restaurant De Jongens Schilligeham;;;;;;;;;;
D6;R;;21.00 en 6.00 u en op zondagen;;;;;;;;;;
D5;R;;na 100 m;;;;;;;;;;
D1;;;VERBODEN TE PARKEREN;;;;;;;;;;
D4;;;wegsleepregeling van kracht;;;;;;;;;;
D2;R;;oprijden tot stopstreep;;;;;;;;;;
D5;R;;uitgezonderd rouwauto's.;;;;;;;;;;
D5;L;;30t;;;;;;;;;;
D5;R;;Langzaam oprijden Slagboom opent automatisch;;;;;;;;;;
D5;R;;alleen voor vrachtwagens;;;;;;;;;;
D6;R;;"Zie foto;uitgezonderd";;;;;;;;;;
D4;;;voertuigen hoger dan 1.9m;;;;;;;;;;
D5;L;;"uitgezonderd ontheffing-houders;uitgezonderd";;;;;;;;;;
D5;;;uitgezonderd;;;;;;;;;;
D1;;;Schillemans rotonde;;;;;;;;;;
D6;L;;"ma t/m vr 15.00-18.30 h;1";6 km;;;;;;;;;
D4;;;"uitgezonderd;na 30 m;let op !! afsluitpiramide komt uit de grond";;;;;;;;;;
D5;L;;m.u.v. ontheffinghouders;;;;;;;;;;
D5;R;;"uitgezonderd;en bewoners achter de Arnhemse Poortwal";;;;;;;;;;
D4;;;uitgezonderd lijnbussen en (brom)fietsers;;;;;;;;;;
D4;;;langer dan 6 mtr.;;;;;;;;;;
D4;;;";uitgezonderd reinigingsdienst&bezoekers Bodestraat 3";;;;;;;;;;
D6;L;;op schooldagen tussen 8.00-8.30 u en 14.00-14.30 u m.u.v. fietsers;;;;;;;;;;
D5;R;;m.u.v. (brom)fietsers;;;;;;;;;;
D5;R;;BEHOUDENS LEVERANCIERS;;;;;;;;;;
D4;;;Parallelweg;;;;;;;;;;
D5;R;;Hoger dan 3 mtr;;;;;;;;;;
D6;R;;ALLEEN VOOR VOERTUIGEN LANGER DAN 5M;;;;;;;;;;
D4;;;"2x;uitgezonderd lijnbussen";;;;;;;;;;
D6;L;;ma t/m vr 15.00-18.30 h;;;;;;;;;;
D5;L;;uitgezonderd fietsers;;;;;;;;;;
D5;R;;motorvoertuigen;;;;;;;;;;
D5;L;;m.u.v. aanwonenden en fietsers;;;;;;;;;;
D6;R;;Let op inrit;;;;;;;;;;
D1;;;Fietsers op rotonde hebben voorrang;;;;;;;;;;
D6;L;;"uitgezonderd;uitgezonderd bestemmingsverkeer";;;;;;;;;;
L8;;;Huisnr's:17;19;21;21A;23;25;27;29;31;33;35
D4;;;uitgezonderd ontheffinghouders;;;;;;;;;;
D4;;;inrit;;;;;;;;;;
D5;L;;uitgezonderd voertuigen korter dan 8 m;;;;;;;;;;
D6;R;;voor voertuigen en samenstellen van voertuigen waarvan de totale massa hoger Is dan 3;5 t;;;;;;;;;
D1;;;Let op ! verhoogde baanscheiding;;;;;;;;;;
D6;R;;UITGEZONDERD WERK;;;;;;;;;;
D6;R;;"ma t/m vr 8.15-8.45h 14.00-14.30h;uitgezonderd";;;;;;;;;;
D2;R;;EERST MELDEN BIJ PORTIER;;;;;;;;;;
D2;R;;VERBODEN VOOR HONDEN;;;;;;;;;;
D4;;;Uitsluiten voertuigen 12m;;;;;;;;;;
D4;;;m.u.v. vergunninghouder;;;;;;;;;;
D5;R;;uitgezonderd lijnbussen leveranciers en (brom) fietsers;;;;;;;;;;
D6;R;;Alleen voor voertuigen langer dan 5m;;;;;;;;;;
D7;;;"uitgezonderd bestemmingsverkeer;";;;;;;;;;;
D6;R;;"Parkeren alleen bewoners Beukenrode Chopinlaan 2;Wegsleepregeling van kracht";;;;;;;;;;
D7;;;eigen terrein;;;;;;;;;;
D5;L;;"uitgezonderd;uitgezonderd";;;;;;;;;;
D6;L;;"Navigatie uitschakelen;";;;;;;;;;;
D5;L;;uitrit;;;;;;;;;;
D5;D5l;;";";;;;;;;;;;
D6;L;;";ma. t/m. vr7.00-9.00 h";;;;;;;;;;
D4;;;DUS NIET LINKSAF!;;;;;;;;;;
D4;;;parkeren achter kerkgebouw in de parkeervakken;;;;;;;;;;
D4;;;Na het spoor;;;;;;;;;;
D4;;;ma-t/m-vr 7.00-9.00h;;;;;;;;;;
D4;;;Voor voertuigen langer dan 8 m;;;;;;;;;;
D5;L;;"uitgezonderd lijnbussen;;";;;;;;;;;;
D6;R;;Langer dan 6 meter;;;;;;;;;;
D2;R;;Brug open Motor af;;;;;;;;;;
D2;R;;OPRIJDEN TOT STOPSTREEP;;;;;;;;;;
D1;;;let op! verhoogde rijbaanscheiding;;;;;;;;;;
D5;L;;";van 06.00-1200 h en 18.00-20.00 h voertuigen kleiner dan 10 m";;;;;;;;;;
D5;R;;geldt ook voor brom/fietsers;;;;;;;;;;
D7;;;"uitgezonderd lijnbussen;uitgezonderd";;;;;;;;;;
D4;;;Alleen voor voertuigen langer dan 11 m;;;;;;;;;;
D5;L;;camerabewaking;;;;;;;;;;
D5;R;;30 m;;;;;;;;;;
D5;R;;";uitgezonderd P.de Coubertinweg huisnummers 5 en 7";;;;;;;;;;
D6;R;;m.u.v. taxi's;;;;;;;;;;
D4;;;"ma. t/m vr. 7.00 - 9.30 uur;Uitgezonderd landbouwverkeer en aanwonenden";;;;;;;;;;
D5;L;;"uitgezonderd bestemmingsverkeer;uitgezonderd;uitgezonderd;uitgezonderd";;;;;;;;;;
D4;;;"uitgezonderd lijnbussen;uitgezonderd bouwverkeer Amphia";;;;;;;;;;
D6;R;;"uitgezonderd;uitgezonderd";;;;;;;;;;
D4;;;geldt alleen voor vrachtauto's;;;;;;;;;;
D4;;;VOERTUIGEN LANGER DAN 10 M;;;;;;;;;;
D5;L;;Uitgezonderd voertuigen korter dan 10m;;;;;;;;;;
D4;;;behalve (brom) fietsen;;;;;;;;;;
D5;L;;vrachtverkeer;;;;;;;;;;
D6;L;;21.00 en 6.00 u en op zondagen;;;;;;;;;;
D5;L;;"uitgezonderd;en aanwonenden";;;;;;;;;;
D2;RO;;;;;;;;;;;;
D6;R;;ma t/m vr 7-9 h;;;;;;;;;;
D4;;;uitgezonderd (brom-) fietsers en taxi's;;;;;;;;;;
D5;L;;uitgezonderd (snor)fietsers;;;;;;;;;;
D4;;;"ma t/m vr 07.00-09.00 h uitgezonderd 100 m;na 100 m;uitgezonderd";;;;;;;;;;
D4;;;Dit terrein en pand worden bewaakt middel van;;;;;;;;;;
D5;R;;";";;;;;;;;;;
D4;;;uitgezonderd brandweer bij calamiteit;;;;;;;;;;
D4;;;"uitgezonderd;ma t/m vr 06-09 h 15- 19 h";;;;;;;;;;
D5;L;;uitgezonderd lijndienst;;;;;;;;;;
D5;R;;"uitgezonderd;uitgezonderd bewoners-bezoekers";;;;;;;;;;
D5;L;;"Bezoekers;";;;;;;;;;;
D5;R;;ALLEEN VOOR VOERTUIGEN LANGER DAN 5  m;;;;;;;;;;
D5;L;;verplicte rijrichting;;;;;;;;;;
D4;;;ma t/m vr 22.00-06.00h zaterdag+zondag;;;;;;;;;;
D5;R;;VOOR MOTORVOERTUIGEN;;;;;;;;;;
D2;R;;";wegsleepregeling van kracht";;;;;;;;;;
D5;R;;";uitgezonderd bestemmingsverkeer";;;;;;;;;;
D6;L;;"uitgezonderd;Tram";;;;;;;;;;
D6;R;;"Betaald Parkeren 1-1 t/m 31-12 ma t/m zo 9-19 h;FIETSERS AFSTAPPEN RADFAHRER ABSTEIGEN";;;;;;;;;;
D5;R;;brommobielen;;;;;;;;;;
D4;;;uitgezonderd bouwverkeer Thiendenland;;;;;;;;;;
D4;;;"uitgezonderd lijnbussen;uitgezonderd bezoekers Rabobank";;;;;;;;;;
D4;;;Alleen voor voertuigen langer dan 5m;;;;;;;;;;
D3;;;Eigen terrein Parkeren op eigen risico;;;;;;;;;;
D5;L;;fietsstraat toegestaan;;;;;;;;;;
D6;L;;Let op verkeerssituatie gewijzigd.;;;;;;;;;;
D2;R;;Slagbomen dalen automatisch;;;;;;;;;;
D4;;;uitgezonderd bouwverkeer;;;;;;;;;;
D2;L;;"uitgezonderd lijnbussen;na 600m;uitgezonderd";;;;;;;;;;
D4;;;uitgezonderd voertuigen korter dan 8 m;;;;;;;;;;
D7;;;150 m;;;;;;;;;;
D5;R;;"200 m;uitgezonderd";;;;;;;;;;
D5;L;;";langer dan 8 m";;;;;;;;;;
D2;R;;Betaald parkeren €3;#NAAM?;;;;;;;;;
D5;L;;1 MEI TOT 1 SEPTEMBER;;;;;;;;;;
D1;;;let op ! verhoogde rijbaan scheiding;;;;;;;;;;
D2;R;;;;;;;;;;;;
D4;;;Uitgezonderd taxi;;;;;;;;;;
D4;;;Uitgezonderd bevoorrading winkels. invaliden en;;;;;;;;;;
D5;R;;uitgezonderd lijndiensten en openbaarvervoer;;;;;;;;;;
D5;L;;GELDT UITSLUITEND VOOR AUTO'S;;;;;;;;;;
D4;;;ultgezonderd hulpdiensten;;;;;;;;;;
D4;;;PARKEREN OP EIGEN RISICO;;;;;;;;;;
D5;R;;;;;;;;;;;;
D5;R;;Bouwverkeer Doetse Vliet;;;;;;;;;;
D2;R;;Oprijden tot stopstreep;;;;;;;;;;
D6;L;;"uitgezonderd;Uitgezonderd ontheffing - houders";;;;;;;;;;
D5;R;;";brommobielen";;;;;;;;;;
D4;;;uitgezonderd huisvuil- wagens;;;;;;;;;;
D5;R;;Uitgezonderd (Brom) fietsers;;;;;;;;;;
D6;R;;"Uitgezonderd laden en lossen 07.00-11.00 h;uitgezonderd";;;;;;;;;;
D5;L;;onleesbaar;;;;;;;;;;
D5;L;;"uitgezonderd lijnbussen;;7.00-12.00 h";;;;;;;;;;
D1;;;uitsluitend parkeren in de vakken;;;;;;;;;;
D5;R;;uitgezonderd fietsers en ontheffinghouders Seepaerdstad;;;;;;;;;;
D4;;;"uitgezonderd;onleesbaar";;;;;;;;;;
D6;L;;"Ma t/m vr 8.15-8.45h 14.00-14.30h;uitgezonderd";;;;;;;;;;
D5;R;;30m;;;;;;;;;;
D4;;;Voertuigen langer dan 6 meter;;;;;;;;;;
D4;;;uitgezonderd 19.00-08.00 h;;;;;;;;;;
D6;L;;Uitgezonderd laden en lossen 07.00-12.00 h;;;;;;;;;;
D4;;;uitgezonderd lijnbussen en ontheffinghouders;;;;;;;;;;
D5;L;;m.u.v. gargehouder;;;;;;;;;;
D5;L;;na 200m;;;;;;;;;;
D4;;;PARALLELWEG;;;;;;;;;;
D1;;;LET OP! verhoogde baanscheiding;;;;;;;;;;
D5;L;;"Uitgezonderd lijndienst en (brom-) fietsers;slagbomen dalen automatisch";;;;;;;;;;
D4;;;";geldt alleen voor vrachtwagens";;;;;;;;;;
D4;;;uitgezonderd ontheffing- houders (brom)fietsers;;;;;;;;;;
D5;L;;"uitgezonderd;Betaald parkeren maandag t/m zaterdag van 09.00 uur tot 15.00 uur eerste 2 uren 0";50 per uur daarna 2;30 per uur;;;;;;;;
D5;R;;Snorfietsen op Prins Hendrikkade op fietspad;;;;;;;;;;
D6;R;;";snorfietsen niet toegestaan";;;;;;;;;;
D6;R;;Brug open motor af;;;;;;;;;;
D4;;;uitgezonderd bezoekers & expeditieverkeer Inntel hotel 06.00-07.00 uur 10.00-12.00 uur 20.00-22.00 uur;;;;;;;;;;
D4;;;UITGEZONDERD (BROM-)FIETSERS;;;;;;;;;;
D4;;;uitgezonderd voertuigen korter dan 5 m.;;;;;;;;;;
D2;R;;Verhoogde rijbaanscheiding;;;;;;;;;;
D6;R;;";ma t/m vr 07-09h;uitgezonderd";;;;;;;;;;
D4;;;camerabewaking;;;;;;;;;;
D2;R;;uitgezonderd voertuigen langer dan 8 m;;;;;;;;;;
D5;R;;"uitgezonderd;uitgezonderd bezoekers Toyota garage";;;;;;;;;;
D6;R;;onleesbaar;;;;;;;;;;
D4;;;voertuigen hoger dan 1;9 m;;;;;;;;;
D6;R;;uitgezonderd ontheffingshouders;;;;;;;;;;
onbekend;;;Ma. t/m vr. van 9;00 tot 19;00 van Do.vam 9;00 tot 21;00 uur Za.van 9;00 tut 17;00 uur Koopzontag van 12;00 tut 17;00 uur;;
D5;L;;ma t/m vrij 08.00 t/m 10.00h;;;;;;;;;;
D2;L;;BEZOEKERS;;;;;;;;;;
D5;L;;ma t/m vr 06-09 h;;;;;;;;;;
D6;L;;"uitgezonderd;;Ma. t/m vr. 17h - 19h";;;;;;;;;;
D5;R;;uitgezonderd lijnbussen en (brom) fietsers;;;;;;;;;;
D4;;;uitgezonderd gasten en pashouders;;;;;;;;;;
D5;R;;uitgezonderd;;;;;;;;;;
D4;;;langer dan 8 meter;;;;;;;;;;
D4;;;ALLEEN VOOR VOERTUIGEN LANGER DAN 5M;;;;;;;;;;
D4;;;RECHTS VOORRANG;;;;;;;;;;
D6;R;;alleen vrachtauto's;;;;;;;;;;
D4;;;Parkeren op eigen risico;;;;;;;;;;
D2;R;;"LET OP ! Eigen Terrein onleesbaar bij onbevoegd parkeren;LET OP! Toegangssysteem gewijzigd";;;;;;;;;;
D5;L;;"100m;rechtdoor via brug oversteken";;;;;;;;;;
D5;R;;"uitgezonderd;UITGEZONDERD LIJNBUSSEN EN TAXIS";;;;;;;;;;
D4;;;uitgezonderd ambulance  SEH-HAP lossen apotheek en b-ritten;;;;;;;;;;
D5;R;;Uitgezonderd Fietsers;;;;;;;;;;
D1;;;"uitgezonderd;uitgezonderd";;;;;;;;;;
D6;L;;uitgezonderd ontheffing- houders (brom)fietsers;;;;;;;;;;
D6;L;;"uitgezonderd;uitgezonderd ontheffingshouders";;;;;;;;;;
D6;L;;Voor voertuigen en samenstellen van voertuigen waarvan de totale massa hoger is dan 3;5 t;;;;;;;;;
D4;;;"ma t/m vr 06.00-09.00h 15.00-19.00 h;uitgezonderd";;;;;;;;;;
D4;;;LET OP! VOORRANG VERLENEN;;;;;;;;;;
D4;;;"na 30m;uitgezonderd";;;;;;;;;;
D7;;;"uitgezonderd;";;;;;;;;;;
D5;R;;80 m;;;;;;;;;;
D5;L;;";Rechtsaf Uitsluitend bestemmingsverkeer";;;;;;;;;;
D6;L;;Uitgezonderd lijnbussen;taxi's en fietsers;;;;;;;;;
D5;R;;";uitgezonderd aantoonbaar bestemmingsverkeer en lijnbussen";;;;;;;;;;
D5;;;wegsleepregeling van kracht;;;;;;;;;;
D6;R;;uitgezonderd hulpdiensten;;;;;;;;;;
D6;R;;"uitgezonderd;ma t/m vrij 8.00 tot 9.00 h";;;;;;;;;;
D6;L;;uitgezonderd lijnbussen en ontheffingshouders;;;;;;;;;;
D4;;;"uitgezonderd lijnbussen;uitgezonderd op wo. en za.";;;;;;;;;;
D4;;;"uitrit hulpdiensten;uitgezonderd ambulance en brandweer";;;;;;;;;;
D4;;;";langer dan 8 meter";;;;;;;;;;
D5;R;;uitgezonderd lijnbussen;;;;;;;;;;
D5;R;;Alleen vrachtverkeer;;;;;;;;;;
D1;;;Fietsers hebben voorrang;;;;;;;;;;
D4;;;uitgezonderd Brandweer;;;;;;;;;;
D5;R;;Let op! Verkeerssituatie gewijzigd;;;;;;;;;;
D1;;;Rotonde Nisseroi;;;;;;;;;;
D5;R;;uitgezonderd vrachtauto's;;;;;;;;;;
D4;;;uitgezonderd ambulance;;;;;;;;;;
D6;L;;"uitgezonderd bestemmingsverkeer;uitgezonderd bestemmingsverkeer";;;;;;;;;;
D4;;;"uitgezonderd;m.u.v. landbouwverkeer";;;;;;;;;;
D5;L;;Langer dan 10 meter;;;;;;;;;;
D4;;;uitgezonderd vrachtwagens;;;;;;;;;;
D6;L;;PARKEREN VOORZIJDE;;;;;;;;;;
D1;;;Let op!: Verhoogde rijbaanscheiding;;;;;;;;;;
D5;L;;MAANDAG t/m VRJJDAG van 06:30tot 09:30;;;;;;;;;;
D2;R;;I.V.M. STANK OPRUMEN GEWENST;;;;;;;;;;
D5;L;;"uitgezonderd bestemmingsverkeer;";;;;;;;;;;
D2;R;;magneetsleutel-houders worden verzocht gebruik te maken van de parkeerplaats aan de Viierstraat;;;;;;;;;;
D6;;;uitgezonderd keren vrachtverkeer;;;;;;;;;;
D5;L;;fietsers;;;;;;;;;;
D5;L;;m.u.v.(brom)fietsers;;;;;;;;;;
D2;L;;uitgezonderd lijnbussen en ontheffinghouders;;;;;;;;;;
D4;;;2x;;;;;;;;;;
D5;R;;TAXI;;;;;;;;;;
D7;;;uitgezonderd bestemmingsverkeer;;;;;;;;;;
D5;R;;";uitgezonderd bussen ontheffing- houders";;;;;;;;;;
D5;L;;geldt niet voor (brom)fietsers;;;;;;;;;;
D4;;;geldig ma t/m vr van 08.00 tot 08.30;;;;;;;;;;
D6;L;;";uitgezonderd fietsers en invalidenvoertuigen";;;;;;;;;;
D5;R;;uitgezonderd ontheffingshouders en taxi's bij op afspraak brengen/halen op adres;;;;;;;;;;
D4;;;Let op! Rijrichting uitrit vrijhouden;;;;;;;;;;
D5;Unknown;;"uitgezonderd;uitgezonderd";;;;;;;;;;
D5;R;;";Na 25 m";;;;;;;;;;
D2;R;;1;;;;;;;;;;
D4;;;uitgezonderd expeditie;;;;;;;;;;
D4;;;Uitgezonderd bouwverkeer;;;;;;;;;;
D6;R;;";ma t/m vr 7.00 - 9.00 h";;;;;;;;;;
D6;;;;;;;;;;;;;
D4;;;UITGEZONDERD BESTEMMINGSVERKEER;;;;;;;;;;
D6;R;;Camerabewaking dit terrein wordt voor uw en zo veiligheid bewaakt met camera's;;;;;;;;;;
D4;;;parkeerschijf verplicht tussen 8.00 en 18.00 u;;;;;;;;;;
D4;;;"uitgezonderd;uitgezonderd";;;;;;;;;;
D5;R;;m.u.v. landbouwverkeer en bromfietsers;;;;;;;;;;
D6;L;;"ma. t/m vr. 07.00-10.00 h 15.00-18.00 h;uitgezonderd";;;;;;;;;;
D4;;;Obstakel in doorsteek naar parallelweg;;;;;;;;;;
D4;;;600 m;;;;;;;;;;
D5;L;;"uitgezonderd lijnbussen;uitgezonderd";;;;;;;;;;
D5;R;;voertuigen langer dan 6 m;;;;;;;;;;
D6;R;;"uitgezonderd bestemmingsverkeer;";;;;;;;;;;
D4;;;Geldt alleen voor vrachtverkeer;;;;;;;;;;
D5;R;;(brom-)fietsers oversteken;;;;;;;;;;
D5;R;;"ma t/m vr 06 -09 h 15 - 19 h;uitgezonderd";;;;;;;;;;
D5;R;;Oversteekplaats voetgangers en mindervaliden;;;;;;;;;;
D5;R;;"uitgezonderd;verkeerssituatie gewijzigd";;;;;;;;;;
D5;R;;doorgaand vrachtverkeer;;;;;;;;;;
D4;;;";langer dan 18 m";;;;;;;;;;
D4;;;"uitgezonderd vergunninghouders laden/lossen toegestaan van 06.00 tot 11.00h;uitgezonderd";;;;;;;;;;
D5;R;;";i.v.m. draaicirkel keer om bij de volgende rotonde";;;;;;;;;;
D4;;;";langer dan 11 m na 1500 m";;;;;;;;;;
D5;L;;Snorfietsen op Stadhouderskade op fietspad;;;;;;;;;;
D2;R;;Dit object wordt bewaakt met camera 's;;;;;;;;;;
D7;;;"uitgezonderd;uitgezonderd lijnbussen";;;;;;;;;;
D4;;;"ma/di en do/vr 8-9 h 14-15h wo -9 h 12-13 h;uitgezonderd;wo 8-9 h 12-13 h";;;;;;;;;;
D2;L;;uitgezonderd lijnbussen en ontheffing-houders;;;;;;;;;;
D4;;;busbaan;;;;;;;;;;
D7;;;Uitgezonderd ontheffing houders;;;;;;;;;;
D5;L;;Slagboom sluit na ieder voertuig;;;;;;;;;;
D4;;;"uitgezonderd;Speeltuin Stadsveld";;;;;;;;;;
D5;R;;Brommobielen en bespannen wagens;;;;;;;;;;
D4;;;dus niet afslaan naar parallelweg;;;;;;;;;;
D4;;;voertuigen langer dan 12 meter;;;;;;;;;;
D4;;;uitgezonderd verkeer lager dan 3.0 meter;;;;;;;;;;
D2;R;;LET OP!Slagboom sluit na elke auto Bij storing melden bij entree Parkeren op eigen risico;;;;;;;;;;
D1;;;verhoogde rijbaanscheidinggygy;;;;;;;;;;
D6;R;;"uitgezonderd lijnbussen;uitgezonderd";;;;;;;;;;
D1;;;onleesbaar;;;;;;;;;;
D6;R;;geldt uitsluitend voor auto's;;;;;;;;;;
D4;;;uitgezonderd (brom)-fietsers en bestemmingsverkeer woongebied kern Ulestraten;;;;;;;;;;
D2;R;;uitgezonderd;;;;;;;;;;
